id,build_year,p_nom,carrier,lat,lon,Country,status,on_land
312,2028.0,50.0,H2 electrolysis,60.4411724381022,-1.35320540601787,GB,Feasibility study,True
313,2027.0,100.0,H2 electrolysis,38.708759,-7.400782,PT,Concept,True
314,2030.0,100.0,H2 electrolysis,38.708759,-7.400782,PT,Concept,True
315,2026.0,10.0,H2 electrolysis,38.9505055058775,-8.99068505926226,PT,Feasibility study,True
316,2026.0,10.0,H2 electrolysis,38.569406540783,-8.90006629780215,PT,Feasibility study,True
317,2025.0,5.0,H2 electrolysis,61.2202529063637,6.0753551182573,NO,FID/Construction,True
318,2030.0,100.0,H2 electrolysis,53.7736178010991,5.44323000358954,NL,Concept,False
319,2026.0,5.7,H2 electrolysis,63.8413308048189,23.1276471272785,FI,Feasibility study,True
320,2028.0,5.7,H2 electrolysis,60.8601377359819,26.746171136986,FI,Concept,True
321,2026.0,4.0,H2 electrolysis,50.3492574117934,13.5739494442726,CZ,Feasibility study,True
322,2030.0,1000.0,H2 electrolysis,56.5201983678858,21.0149233125027,LV,Concept,True
323,2024.0,5.0,H2 electrolysis,57.5417014246886,13.35726704304,SE,Operational,True
329,2026.0,5.0,H2 electrolysis,41.2643344356918,13.1782405269603,IT,Feasibility study,False
330,2026.0,2.0,H2 electrolysis,47.5472614484847,9.14790239770329,CH,FID/Construction,True
331,2028.0,60.0,H2 electrolysis,36.521,-6.2805,ES,Concept,True
332,2029.0,500.0,H2 electrolysis,51.8705,12.6412,DE,Concept,True
333,2028.0,10.0,H2 electrolysis,43.3042,-8.5111,ES,Feasibility study,True
334,2028.0,40.0,H2 electrolysis,53.2798,2.8974,GB,Feasibility study,False
335,2029.0,20.0,H2 electrolysis,39.4937,-6.0679,ES,Feasibility study,True
336,2026.0,20.0,H2 electrolysis,48.4047,8.0143,DE,Concept,True
337,2029.0,250.0,H2 electrolysis,51.4512055383285,3.71449077915201,NL,Feasibility study,True
338,2028.0,5.0,H2 electrolysis,47.0,4.5,FR,Concept,True
340,2017.0,0.25,H2 electrolysis,57.1791297504265,-2.10165465605737,GB,Operational,True
341,2026.0,15.0,H2 electrolysis,56.3057,-3.3378,GB,Concept,True
342,2024.0,1.0,H2 electrolysis,53.5882,-1.1781,GB,Operational,True
343,2024.0,0.25,H2 electrolysis,53.2115,-0.795,GB,Operational,True
344,2025.0,5.0,H2 electrolysis,54.3501,-7.6375,GB,FID/Construction,True
346,2026.0,80.46,H2 electrolysis,47.0337,5.405,FR,Concept,True
347,2030.0,30.0,H2 electrolysis,45.7508,6.4161,FR,Concept,True
348,2027.0,140.0,H2 electrolysis,48.0282686654482,16.7665271764669,AT,FID/Construction,True
349,2027.0,40.0,H2 electrolysis,51.823,14.566,DE,Feasibility study,True
350,2027.0,10.0,H2 electrolysis,51.4556,7.0116,DE,Feasibility study,True
351,2026.0,1.5,H2 electrolysis,42.5284022724391,12.5313277419491,IT,FID/Construction,True
352,2030.0,250.0,H2 electrolysis,51.95,4.15,NL,Feasibility study,True
353,2029.0,560.0,H2 electrolysis,51.9792509094988,4.0192974387858,NL,Feasibility study,True
354,2025.0,1.0,H2 electrolysis,42.5176022,12.5156299,IT,FID/Construction,True
355,2026.0,1.0,H2 electrolysis,42.5176022,12.5156299,IT,FID/Construction,True
356,2026.0,1.0,H2 electrolysis,42.5176022,12.5156299,IT,FID/Construction,True
