Bus,busmap
IT79-380,ITC11
IT8-220,ITH20
IT80-220,ITC11
IT81-220,ITC11
IT82-220,ITC11
IT83-220,ITC11
IT84-220,ITC4B
IT85-220,ITC11
IT86-220,ITH51
IT87-220,ITC11
IT88-220,ITC11
IT89-220,ITC11
IT9-220,ITC44
IT90-220,ITH56
IT91-220,ITC11
IT92-380,ITH52
IT93-380,ITH52
IT94-380,ITH54
IT95-220,ITC33
IT96-220,ITC33
IT97-220,ITC33
IT98-220,ITC33
IT99-220,ITC32
LT1-330,LT026
LT10-330,LT024
LT11-330,LT011
LT12-330,LT011
LT2-330,LT023
LT3-330,LT023
LT8-330,LT027
LT9-330,LT027
LU1-220,LU000
LU2-220,LU000
LV10-330,LV007
LV2-330,LV006
LV6-330,LV007
LV7-330,LV007
LV8-330,LV007
LV9-330,LV007
ME1-400,ME000
ME2-400,ME000
ME4-220,ME000
ME5-400,ME000
ME6-400,ME000
MK1-220,MK008
NL1-220,NL124
NL10-220,NL342
NL11-380,NL342
NL12-380,NL342
NL2-220,NL124
NL3-220,NL323
NL4-220,NL323
NL5-220,NL323
NL6-220,NL332
NL7-220,NL332
NL8-380,NL33C
NL9-220,NL342
NO1-420,NO071
NO10-420,NO071
NO11-420,NO071
NO12-420,NO071
NO13-420,NO071
NO14-420,NO071
NO15-420,NO071
NO16-420,NO071
NO18-420,NO071
NO19-420,NO071
NO2-420,NO071
NO20-420,NO071
NO21-420,NO071
NO22-420,NO071
NO23-420,NO071
NO24-420,NO071
NO25-420,NO071
NO26-400,NO060
NO26-420,NO060
NO27-300,NO0A3
NO27-420,NO0A3
NO28-300,NO0A3
NO28-420,NO0A3
NO29-300,NO0A3
NO29-420,NO0A3
NO3-420,NO071
NO30-300,NO0A3
NO30-420,NO0A3
NO31-420,NO0A3
NO32-420,NO0A3
NO33-420,NO0A3
NO34-420,NO0A3
NO36-420,NO0A3
NO38-420,NO0A3
NO39-420,NO0A2
NO4-420,NO071
NO40-420,NO0A2
NO41-420,NO0A2
NO42-420,NO0A2
NO43-420,NO0A2
NO44-420,NO0A2
NO45-300,NO020
NO46-300,NO0A2
NO47-300,NO0A2
NO48-300,NO0A2
NO49-300,NO0A2
NO5-400,NO071
NO5-420,NO071
NO51-420,NO0A2
NO52-420,NO0A2
NO53-420,NO0A2
NO54-300,NO0A2
NO55-300,NO0A2
NO56-300,NO0A2
NO57-300,NO0A2
NO58-300,NO0A2
NO59-300,NO0A2
NO6-420,NO071
NO60-300,NO0A2
NO61-300,NO0A2
NO62-420,NO0A2
NO63-300,NO0A2
NO64-420,NO0A2
NO65-300,NO0A2
NO66-300,NO082
NO67-420,NO0A2
NO68-420,NO0A2
NO69-420,NO0A2
NO7-420,NO071
NO70-420,NO0A2
NO71-420,NO0A2
NO72-420,NO0A2
NO73-300,NO0A2
NO74-300,NO0A2
NO75-420,NO082
NO76-300,NO0A2
NO77-300,NO0A2
NO78-300,NO081
NO79-300,NO0A2
NO8-420,NO071
NO80-300,NO0A2
NO81-300,NO0A2
NO82-300,NO0A2
NO83-300,NO0A2
NO84-300,NO082
NO84-420,NO082
NO85-300,NO091
NO86-420,NO0A1
NO87-300,NO091
NO88-300,NO0A1
NO89-300,NO091
NO9-420,NO071
NO90-420,NO091
NO91-420,NO091
NO92-420,NO0A1
NO93-300,NO0A1
NO94-420,NO0A1
NO95-420,NO0A1
NO96-300,NO0A1
NO97-420,NO0A1
NO98-420,NO0A1
NO99-300,NO092
PL1-400,PL634
PL10-400,PL428
PL11-220,PL428
PL11-400,PL428
PL13-220,PL613
PL13-400,PL613
PL14-220,PL613
PL14-400,PL613
PL15-400,PL613
PL16-400,PL924
PL17-400,PL841
PL18-400,PL431
PL19-220,PL619
PL2-220,PL638
PL20-220,PL924
PL21-220,PL923
PL22-220,PL414
PL23-400,PL912
PL24-220,PL911
PL25-220,PL418
PL25-400,PL418
PL26-400,PL912
PL27-400,PL925
PL28-400,PL912
PL29-400,PL815
PL3-220,PL638
PL30-220,PL432
PL31-400,PL912
PL32-220,PL921
PL33-220,PL921
PL34-400,PL516
PL35-220,PL713
PL36-400,PL523
PL37-220,PL721
PL38-400,PL518
PL39-220,PL721
PL4-220,PL428
PL40-220,PL515
PL40-400,PL515
PL41-400,PL224
PL42-220,PL224
PL43-220,PL224
PL44-220,PL224
PL45-220,PL224
PL46-220,PL517
PL47-220,PL22B
PL48-220,PL722
PL49-220,PL722
PL5-220,PL428
PL50-220,PL22B
PL51-400,PL22B
PL52-400,PL22B
PL53-220,PL22B
PL54-220,PL22B
PL54-400,PL22B
PL55-220,PL22A
PL56-220,PL22A
PL57-220,PL22B
PL58-220,PL22C
PL59-220,PL227
PL59-400,PL227
PL6-220,PL616
PL60-220,PL217
PL61-220,PL217
PL62-400,PL821
PL7-400,PL616
PL8-220,PL428
PT1-400,PT119
PT10-220,PT11D
PT11-220,PT11D
PT12-220,PT11D
PT13-400,PT11D
PT14-220,PT11D
PT14-400,PT11D
PT15-220,PT11A
PT16-220,PT11A
PT17-220,PT11A
PT18-220,PT16J
PT2-400,PT11B
PT21-400,PT16D
PT22-220,PT16D
PT23-220,PT16E
PT24-220,PT16J
PT25-220,PT16J
PT26-400,PT16E
PT28-220,PT16F
PT29-400,PT185
PT3-400,PT119
PT30-220,PT16B
PT31-220,PT16B
PT32-220,PT16B
PT33-400,PT185
PT34-400,PT185
PT35-400,PT187
PT36-400,PT170
PT37-400,PT170
PT38-220,PT170
PT39-220,PT170
PT4-220,PT11E
PT40-220,PT170
PT41-220,PT170
PT42-220,PT170
PT43-220,PT170
PT44-400,PT187
PT45-400,PT170
PT46-400,PT150
PT47-400,PT150
PT5-220,PT11A
PT7-400,PT11A
PT8-220,PT11A
PT9-400,PT11A
RO1-400,RO214
RO10-400,RO226
RO11-400,RO423
RO12-400,RO122
RO14-400,RO122
RO15-400,RO122
RO16-400,RO122
RO17-220,RO424
RO18-400,RO122
RO19-400,RO122
RO2-400,RO113
RO20-400,RO122
RO21-220,RO423
RO22-220,RO226
RO23-220,RO423
RO24-400,RO224
RO25-400,RO221
RO26-220,RO311
RO27-220,RO422
RO28-400,RO225
RO29-220,RO221
RO29-400,RO221
RO3-220,RO113
RO30-220,RO415
RO31-220,RO422
RO32-400,RO412
RO33-220,RO415
RO34-220,RO415
RO35-220,RO313
RO36-220,RO412
RO37-220,RO412
RO37-400,RO412
RO38-220,RO316
RO39-220,RO313
RO4-220,RO113
RO40-220,RO316
RO40-400,RO316
RO41-220,RO316
RO41-400,RO316
RO42-220,RO412
RO43-400,RO412
RO44-220,RO413
RO45-220,RO413
RO46-220,RO322
RO48-220,RO322
RO5-220,RO121
RO50-400,RO414
RO51-220,RO414
RO52-220,RO414
RO53-220,RO322
RO53-400,RO322
RO54-220,RO322
RO55-220,RO322
RO56-220,RO411
RO57-220,RO322
RO58-220,RO312
RO6-220,RO211
RO6-400,RO211
RO62-400,RO312
RO63-400,RO312
RO7-400,RO421
RO8-220,RO121
RO9-400,RO226
RS1-220,RS123
RS10-220,RS216
RS12-220,RS211
RS2-220,RS122
RS3-400,RS122
RS4-220,RS110
RS5-400,RS122
RS6-400,RS222
RS7-220,RS110
RS7-400,RS110
RS8-220,RS211
RS9-220,RS214
SE12-220,SE322
SE14-220,SE322
SE17-220,SE321
SE18-220,SE313
SE19-220,SE313
SE2-220,SE331
SE20-220,SE313
SE21-400,SE121
SE22-220,SE121
SE23-220,SE121
SE24-400,SE121
SE25-220,SE125
SE26-220,SE125
SE27-220,SE125
SE28-400,SE110
SE29-220,SE110
SE30-400,SE110
SE31-220,SE110
SE32-220,SE110
SE33-220,SE110
SE34-220,SE110
SE35-400,SE311
SE35-420,SE311
SE36-400,SE124
SE37-220,SE110
SE38-400,SE110
SE4-220,SE322
SE43-400,SE232
SE44-400,SE231
SE45-400,SE231
SE46-400,SE231
SE48-400,SE231
SE49-400,SE231
SE50-400,SE231
SE54-400,SE231
SE55-400,SE212
SE56-400,SE231
SE57-220,DK022
SE6-220,SE322
SE7-400,SE321
SE8-220,SE321
SI1-400,SI032
SI2-220,SI041
SI3-220,SI044
SK1-400,SK031
SK10-400,SK021
SK11-400,SK023
SK12-400,SK021
SK2-220,SK022
SK3-400,SK031
SK4-400,SK031
SK5-400,SK041
SK6-220,SK021
SK7-220,SK022
SK8-400,SK042
SK9-400,SK042
UA10-330,UA56
UA12-330,UA63
UA14-330,UA63
UA15-330,UA63
UA16-220,UA46
UA17-330,UA63
UA18-330,UA63
UA19-330,UA46
UA21-330,UA63
UA22-220,UA46
UA23-220,UA46
UA24-330,UA53
UA25-330,UA53
UA26-330,UA53
UA28-220,UA09
UA29-330,UA14
UA30-220,UA09
UA31-220,UA21
UA32-220,UA21
UA33-220,UA09
UA34-330,UA05
UA35-220,UA09
UA37-220,UA09
UA38-220,UA09
UA39-220,UA21
UA40-500,UA09
UA41-220,UA21
UA42-220,UA21
UA43-330,UA12
UA44-330,UA12
UA45-330,UA12
UA46-220,UA21
UA47-330,UA12
UA48-330,UA35
UA49-330,UA12
UA50-330,UA12
UA51-330,UA14
UA52-330,UA14
UA53-330,UA14
UA54-330,UA14
UA55-330,UA12
UA56-220,UA14
UA57-220,UA14
UA58-330,UA12
UA59-330,UA14
UA6-330,UA32
UA60-220,UA14
UA61-330,UA12
UA62-330,UA12
UA63-330,UA12
UA64-750,UA12
UA65-330,UA23
UA66-330,UA23
UA67-330,UA23
UA68-330,UA23
UA7-220,UA07
UA70-330,UA48
UA71-750,UA48
UA72-330,UA12
UA73-330,UA12
UA74-330,UA23
UA76-330,UA23
UA77-220,UA14
UA79-220,UA48
UA80-330,UA65
UA81-330,UA65
UA82-330,UA65
UA83-330,UA51
UA84-330,UA51
UA85-330,UA51
UA86-330,UA43
UA88-220,UA43
UA89-220,UA43
UA90-220,UA43
UA91-220,UA43
UA92-750,UA51
UA93-220,UA43
UA94-220,UA43
UA95-330,UA40
XK1-220,XKX
XK2-400,XKX
relation/10047997-220,UA46
relation/10086891-300,NO0A2
relation/10104222-420,NO0A3
relation/10153505-400,SE311
relation/10175479-300,NO092
relation/10220813-420,NO0A2
relation/10295969-400,ES511
relation/10308957-300,NO081
relation/10327289-300,NO0A2
relation/10377509-400,GBM92
relation/10506161-330,UA05
relation/10506161-750,UA05
relation/10547156-300,NO091
relation/10582654-330,UA05
relation/10629005,SE213
relation/10629005-400,SE213
relation/10695345,GBJ44
relation/10695345-400,GBJ44
relation/10705963-330,LV006
relation/10925187-275,GBE42
relation/11036958-300,NO0A1
relation/11036958-420,NO0A1
relation/11038054-400,SK042
relation/11051275-400,GBD12
relation/11097406-400,SE232
relation/11097406-420,SE232
relation/11210299-330,LV006
relation/11334274-400,SE232
relation/11372549-225,FRE11
relation/11512349-300,NO0A2
relation/11543333-400,GBC14
relation/11568632-420,NO091
relation/11964241-400,SE232
relation/11971282-400,SE321
relation/11980722-330,LV008
relation/11981383,NO092
relation/12048419-330,LT022
relation/12274653-420,NO0A1
relation/12277754-300,NO082
relation/12543034-275,GBL15
relation/12606773-220,SE322
relation/12832053,NO0A1
relation/12832053-420,NO0A1
relation/12969006-300,NO0A1
relation/12970096-330,LV007
relation/13020240-220,ITI43
relation/13110367-400,GBL14
relation/13110368-275,GBF16
relation/13110368-400,GBF16
relation/13110369-400,GBF15
relation/13186702-275,GBL21
relation/13260100-225,FRD22
relation/13260100-400,FRD22
relation/13260224-225,FRE11
relation/13284562-300,NO091
relation/13447791-420,NO0A2
relation/13530288-330,LV009
relation/13675791-220,UA07
relation/13675791-330,UA07
relation/13695570-220,UA40
relation/13695570-330,UA40
relation/1377432-220,ITH20
relation/13844905-220,ITF13
relation/13844905-380,ITF13
relation/13889505-220,SE321
relation/13889505-400,SE321
relation/13989591-300,NO0A1
relation/14921826-275,GBD12
relation/14921826-400,GBD12
relation/14939275,SE221
relation/14939275-400,SE221
relation/15436115-220,FI1D8
relation/15654150-220,SE321
relation/15657009-400,SE322
relation/15657011-220,SE322
relation/15657011-400,SE322
relation/15715982-220,ES415
relation/15715982-400,ES415
relation/15865158-400,HU321
relation/15900216-220,SE110
relation/15956164-225,FRE12
relation/1604500-225,FRJ23
relation/16809528-220,ES511
relation/16809528-400,ES511
relation/17099135-300,NO0A1
relation/17148268-220,ES432
relation/17148268-400,ES432
relation/17294958-220,ES419
relation/17294958-400,ES419
relation/17294973-400,PT181
relation/17319555-220,ES523
relation/17328947-225,FR108
relation/17444204-400,ES412
relation/17467354-380,ITI43
relation/17591073-220,DE126
relation/17678185-220,ES513
relation/17805735-220,ES414
relation/17873353-225,FRD22
relation/18085709-400,PL636
relation/18160532-400,SE321
relation/2452471-275,GBM76
relation/3340172-220,HU211
relation/3690459-220,UA43
relation/3925210-330,UA63
relation/3993780-300,NO0A2
relation/3993780-420,NO0A2
relation/5378910-220,CH022
relation/6081310-400,SE312
relation/6277789-220,ITC47
relation/6277789-380,ITC47
relation/6301099-220,ITH10
relation/6329325-220,ES241
relation/6495601-330,LV007
relation/6674938-330,UA30
relation/7107330-220,SE313
relation/7108546-220,SE312
relation/7123679-220,SE313
relation/7142177-220,UA46
relation/7313829-220,SE313
relation/7313829-400,SE313
relation/7319976-220,SE313
relation/7578992-220,BE332
relation/7578992-380,BE332
relation/7650368-400,GBH25
relation/7802012-300,NO0A2
relation/7805329-300,NO0A2
relation/7809753-300,NO0A2
relation/7812776-420,NO082
relation/7814748-300,NO0A2
relation/7837848-220,ITH20
relation/7839089-420,NO0A3
relation/7839720-300,NO0A3
relation/7839720-420,NO0A3
relation/7842286-300,NO020
relation/7845549-300,NO0A2
relation/7847764-420,NO082
relation/7851611-300,NO082
relation/7854485-300,NO082
relation/7854485-420,NO082
relation/7872518-400,GBH34
relation/7879831-275,GBL18
relation/7879831-400,GBL18
relation/7879876-300,NO091
relation/7879879-420,NO091
relation/7880111-275,GBJ25
relation/7880111-400,GBJ25
relation/7881280-400,GBE13
relation/7883264-300,NO091
relation/7883882-300,NO091
relation/7886014-400,GBG22
relation/7894457-275,GBD34
relation/7894457-400,GBD34
relation/7894483-400,GBD46
relation/7894974-275,GBM95
relation/7894974-400,GBM95
relation/7894975-275,GBD45
relation/7894975-400,GBD45
relation/7896785-275,GBG31
relation/7928148,NO092
relation/7928148-420,NO092
relation/7933294-380,CH056
relation/8034395-330,LT022
relation/8087295-275,GBM61
relation/8182117-420,NO092
relation/8193470-300,NO092
relation/8196063-300,NO020
relation/8206955-300,NO082
relation/8211981-300,NO020
relation/8239198-300,NO082
relation/8293948-420,NO071
relation/8294222-420,NO071
relation/8332571-300,NO0A1
relation/8473044-220,NO071
relation/8473044-300,NO071
relation/8473044-420,NO071
relation/8476872-300,NO071
relation/8481866-300,NO071
relation/8482013-300,NO071
relation/8488332-300,NO060
relation/8488332-420,NO060
relation/8488753-220,SE322
relation/8520950-300,NO060
relation/8527323-420,NO060
relation/8679746-300,NO0A2
relation/8721337-300,NO0A1
relation/8778546-330,UA59
relation/8834935-300,NO0A2
relation/8836351-300,NO0A2
relation/8837899-300,NO0A2
relation/8840420-220,ITF33
relation/8846883-300,NO0A2
relation/8846916-300,NO0A2
relation/8847096-300,NO0A2
relation/8850169-300,NO0A2
relation/8857031-300,NO0A2
relation/8857363-300,NO0A1
relation/8860331-300,NO0A1
relation/8860331-420,NO0A1
relation/8864887-300,NO0A1
relation/8886202-300,NO0A1
relation/8886202-420,NO0A1
relation/8890360-300,NO092
relation/8890887,NO092
relation/8890887-300,NO092
relation/8890887-420,NO092
relation/8894066-300,NO092
relation/8894066-420,NO092
relation/8896922-300,NO092
relation/9032385-300,NO081
relation/9219041-220,UA46
relation/9220981-220,UA56
relation/9220981-330,UA56
relation/9224222-220,UA26
relation/9224222-330,UA26
relation/9224222-400,UA26
relation/9241264-330,UA35
relation/9243078-330,UA53
relation/9310861-220,CH040
relation/9326894-220,UA21
relation/9354587-330,UA30
relation/9361062-330,UA51
relation/9399771-220,PL21A
relation/9409219-400,GBJ36
relation/9470706-220,HU110
relation/9552168-300,NO082
relation/9572254-400,GBK30
relation/9598269-275,GBD35
relation/9598269-400,GBD35
relation/9647250-220,UA09
relation/9647250-330,UA09
relation/9748642-220,UA21
relation/9995295-330,UA23
way/100009331-400,GBK43
way/100021432-225,FRG01
way/1000743726-400,GR305
way/100077745-275,GBM93
way/100077745-400,GBM93
way/100087916-225,FRL05
way/100087916-400,FRL05
way/1000881525-225,FRJ22
way/1000881525-400,FRJ22
way/100113593-380,ITI16
way/1001478336-220,BE332
way/100151486-420,NO082
way/1001640574-380,AT126
way/1002151700-220,ES612
way/100253768-380,ITI16
way/1003262502-220,IE053
way/100407576-220,ITH35
way/100407576-380,ITH35
way/100454075-220,UA43
way/100454075-330,UA43
way/100500802-225,FRK28
way/100500802-400,FRK28
way/100602290-220,AT334
way/100630571-220,UA43
way/100648754-300,NO091
way/100654585-400,RO223
way/100662075-220,CH056
way/100773252-400,GBH32
way/100788162-400,HU233
way/100804905-220,HU211
way/100804905-400,HU211
way/100804921-220,HU120
way/100844170-220,HU120
way/100851012-220,HU110
way/100872886-220,HU120
way/100872886-400,HU120
way/100952845-220,ITC18
way/100952845-380,ITC18
way/100961766-400,RO223
way/100962927-400,HU333
way/100979306-220,SK042
way/100979306-400,SK042
way/1010338785-225,FRH02
way/101077623-275,GBE32
way/101077623-400,GBE32
way/101078312-220,ES113
way/101086962-225,FR102
way/101108382-225,FRL04
way/101158766-220,RO421
way/101158766-400,RO421
way/101207712-225,FRL02
way/101217260-225,FRG02
way/101228343-225,FR102
way/101258283-220,RO424
way/101312018-275,GBE32
way/101320612-400,SE224
way/1013436462-400,SE332
way/101346507-220,ITC18
way/101346508-220,ITC18
way/101365758-275,GBL22
way/101410484-220,UA43
way/101494744-225,FRK26
way/101914781-220,PL622
way/101914781-400,PL622
way/101915790-220,PL622
way/101953901-220,ES300
way/101953901-400,ES300
way/101982559-220,PL712
way/101997887-220,AT341
way/101997887-380,AT341
way/1020710695-220,ES418
way/102165724-220,PL712
way/102185356-220,ITC11
way/102185362-220,ITC20
way/102198808-400,GBM91
way/1022235514-220,SE124
way/1022235514-400,SE124
way/1022342082-220,PL924
way/1022342082-400,PL924
way/102287716-220,ITC11
way/102287716-380,ITC11
way/1024243178-220,SE322
way/1024536785-380,DEB23
way/102549055-275,GBI41
way/102549055-400,GBI41
way/1025505726-400,SE231
way/1025530508-400,SE332
way/102675884-220,ITC20
way/1027078325-220,ES243
way/1027086226-220,ES243
way/1027086227-220,ES243
way/102743264-220,DE138
way/1028201096-400,SE331
way/1028850312-300,NO0A2
way/1028850314-300,NO0A2
way/1028926498-220,ES242
way/1028926498-400,ES242
way/103007030-220,ITC20
way/103007085-220,ITC20
way/103041283-220,BE332
way/103127417-220,ITC20
way/103150854-400,GBH32
way/103158873-220,ES113
way/103158873-400,ES113
way/1031589976-220,ES243
way/103190094-220,ES220
way/1032009185-220,ES617
way/1032009205-400,ES432
way/1032009212-220,ES431
way/103213478-220,RO314
way/103264820-220,ITC4C
way/103306951-380,ITF52
way/103365741-225,FR107
way/103381531-220,ITF43
way/103381531-380,ITF43
way/103386958,ITF45
way/103386958-380,ITF45
way/103418587-220,ITC14
way/103455240-225,BE32B
way/103511952-220,ES413
way/103511952-400,ES413
way/103549584-220,ITH20
way/103653565-220,ITC33
way/103653567-220,ITC31
way/103653567-225,ITC31
way/103653591-220,ITC32
way/103653591-380,ITC32
way/103725268-220,ITC11
way/103725446-220,ITC11
way/1037899855-400,PT119
way/103829261-400,GBJ43
way/1038373182-220,ES618
way/103915328-275,GBK15
way/103915328-400,GBK15
way/103921705-225,FRJ12
way/103960552-225,FRE11
way/103974940-380,ITC11
way/103974946-220,ITC11
way/104008765-225,FRI21
way/104020696-220,ES511
way/104020696-400,ES511
way/104025895-220,ES413
way/104026138-220,ES413
way/1040287723-330,UA65
way/104033901-220,HU321
way/1040551074-220,DEA14
way/1040827524-330,UA68
way/1040827524-400,UA68
way/1040827524-750,UA68
way/104114052-220,ITC14
way/1041283619-220,PT16B
way/1041283619-400,PT16B
way/1041877812-225,FRE23
way/1042227719-400,ES614
way/104239286-220,ITC18
way/104239342-220,ITC12
way/104239352-380,ITC12
way/104240116-225,FRK23
way/1042974725-220,LU000
way/104321356-220,ITF52
way/104359058-380,ITC16
way/104370242-220,ES111
way/104370242-400,ES111
way/104388595-220,IE053
way/104388599-220,IE053
way/104481448-225,FRL04
way/104524889-380,BE331
way/1046982647-225,FRH04
way/104730022-220,ES113
way/1047447425-220,AT334
way/104864777-330,UA32
way/1049638569-400,GBK23
way/1049744765-225,FRK28
way/105062415-220,ITC11
way/105065132-220,AT323
way/105065132-380,AT323
way/105141307-220,ITC11
way/105141350-220,ITC11
way/105141365-220,ITC11
way/105141365-380,ITC11
way/105141365-400,ITC11
way/105153431-220,ITC11
way/105153431-380,ITC11
way/105184051-400,GR631
way/105197514-225,FRK24
way/1051991398-220,ITC11
way/105202875-225,FRL04
way/105211326-225,FRL04
way/105259481-400,ES213
way/105260066-225,FRL04
way/105304263-275,GBM75
way/1054310285-220,PT16J
way/1054310285-400,PT16J
way/1054312727-400,ES432
way/105462289-220,ITC14
way/105515586-225,FRI12
way/105515586-400,FRI12
way/105571340-225,FRI32
way/105571340-400,FRI32
way/105579046-220,ES512
way/105630888-225,FRI33
way/105630888-400,FRI33
way/1056316394-225,FRC14
way/105652436-225,FRI31
way/105652455-225,FRI32
way/105690676-225,FRI34
way/105690676-400,FRI34
way/105757794-220,ITC34
way/105757794-380,ITC34
way/105757795-220,ITC32
way/105783300-225,FRB03
way/105783300-400,FRB03
way/105801489-220,ITH10
way/105827045-220,ITH10
way/105840884-225,FRI12
way/105840884-400,FRI12
way/105894370-400,SI036
way/105913465-225,FRJ28
way/105913465-400,FRJ28
way/105913481-225,FRH02
way/106096507-380,DEA1C
way/106284701-225,FR102
way/1062894258-220,BE342
way/1063211569-400,SK023
way/1063258951-220,SI034
way/1063258951-400,SI034
way/106467890-225,FRC14
way/1065701571-400,SE122
way/106607138-220,SE125
way/1066153075-220,RO423
way/1066158995-220,RO423
way/1066402288-220,RO224
way/1066409951-220,RO423
way/1067248696-225,FRE12
way/1068350839-380,DE40B
way/107121899-225,FRK24
way/1071504343-380,DEF07
way/107204719-220,ITC4C
way/107248400-380,AT127
way/1072574879-380,DE937
way/107434290-225,FRF22
way/107438024-380,ITH51
way/107479377-220,ES432
way/1076001174-220,DEA36
way/1076001174-380,DEA36
way/1076166858-225,FRE11
way/1076203260-225,FRJ22
way/107626084-400,SK032
way/107681459-380,ITI17
way/107683818-380,ITI14
way/107808612-330,UA48
way/107808612-750,UA48
way/1078532568,GBF30
way/1078532568-400,GBF30
way/108020416-220,ITF61
way/108020416-380,ITF61
way/108050523-220,ITI43
way/108084125-225,FRD11
way/108089073-225,FRD11
way/108099552-225,FRE11
way/108099552-400,FRE11
way/1081289386-225,FRJ22
way/1081289679-225,FRL05
way/1081302145-220,DED43
way/108198777-220,RO411
way/108198802-220,RO411
way/108257952-220,CH040
way/108259909-220,ES412
way/108312093-220,ES111
way/1086214433-220,CH021
way/1086825107-220,DEG0K
way/1086825107-380,DEG0K
way/1087534882-220,ES418
way/1087785232-400,GBK12
way/108797675-380,DE26B
way/108928068-220,UA43
way/1089769599-220,DEF05
way/1089769599-380,DEF05
way/1089911133-380,DEF06
way/109037817-220,CH032
way/109037817-380,CH032
way/109073025-275,GBM82
way/1090854835-220,ES415
way/1091109862-225,FRJ13
way/109189896,GBJ41
way/1091984573-220,DE80N
way/1091984573-380,DE80N
way/109227983-225,FR104
way/1092884227-220,CH070
way/1093896544-380,DE278
way/1094015892-220,DE80K
way/1094015892-380,DE80K
way/109463536-275,GBE21
way/109588422-380,ITF61
way/109730296-275,GBC12
way/109730296-400,GBC12
way/109756016-380,ITF62
way/1097582201-400,GBE31
way/109788663-220,ES220
way/1097982502-380,ITG17
way/1098087457-380,ITF52
way/109817708-225,FRJ23
way/109817708-400,FRJ23
way/1098527891-220,ITF31
way/109859712-400,FRJ11
way/109917397-380,DED43
way/1099434374-220,NL124
way/109993642-380,ITF65
way/109997676-380,ITF65
way/1100665914-380,ITF63
way/110086345-225,FRJ12
way/110086345-400,FRJ12
way/1100866837-400,ES243
way/110138220-220,ITG13
way/110138220-380,ITG13
way/1101832649,DK032
way/1101832649-400,DK032
way/1102237380-220,DEF03
way/1102237380-380,DEF03
way/110310021-380,ITF63
way/110330925-380,ITF61
way/1103579629-380,ITG13
way/110443404-225,FRJ23
way/110443404-400,FRJ23
way/110450456-225,FRI33
way/110450456-400,FRI33
way/110468028-225,FRJ23
way/1104947187-380,DE118
way/1105061707-220,CH021
way/1105061707-380,CH021
way/110506713-220,ES511
way/110522458-225,FRI33
way/110542740-225,FRD11
way/110602441-225,FRJ11
way/110602470-225,FRL04
way/110660048-380,ITF65
way/1107461441-400,FI1D9
way/1107961833-380,DEF0E
way/111020792-220,ITH31
way/111162936-220,CH011
way/111162936-380,CH011
way/111162936-400,CH011
way/111265307-225,FRE23
way/111276881-225,FRJ22
way/111402009-220,ES511
way/111414142-225,FRI15
way/111414142-400,FRI15
way/111449797-225,FRI12
way/111456385-225,FRI12
way/111456385-400,FRI12
way/111458307-225,FRI13
way/111458307-400,FRI13
way/111528318-220,GBM71
way/111528318-275,GBM71
way/111550033-400,GBM73
way/111558550-225,FRI15
way/111558550-400,FRI15
way/111558561-225,FRI15
way/111584995-220,ES511
way/111615226-220,PL515
way/111615226-380,PL515
way/111615226-400,PL515
way/111678830-220,HU333
way/111687967-400,SK032
way/1117128898-380,ITG17
way/111769053-225,FRL02
way/1118059105-220,DEA24
way/111816982-225,FRD13
way/111973179-220,DEA33
way/1120475588-275,GBI63
way/1120475588-400,GBI63
way/1121036738-225,FRC23
way/112145777-225,FRG04
way/112310487-225,FRG05
way/1123377073-400,PT11B
way/112342683-225,FRG01
way/112342683-400,FRG01
way/112614319-400,PL633
way/112695048-380,DEA54
way/11282314-220,CH040
way/1128250707-220,DE946
way/1128250707-380,DE946
way/11285720-380,DE600
way/112893617-400,FRI23
way/112925040-225,FRJ27
way/113020114-225,FRI13
way/113024932-225,FRI12
way/113338234-225,FRJ13
way/1134105414-380,DE945
way/113442999-300,NO081
way/1134655722-220,ITF33
way/113546939-220,DEA13
way/113546939-380,DEA13
way/113568896-220,SI032
way/113568896-400,SI032
way/113570302-400,HU232
way/113578863-380,SI032
way/113578863-400,SI032
way/1136281422-220,UA65
way/1136281422-330,UA65
way/113757307-220,HR025
way/114018928-225,FRJ12
way/114018928-400,FRJ12
way/114082368-220,BE342
way/1141933143-220,ES130
way/1141933143-400,ES130
way/1141937282-220,ES130
way/114254761-225,FRK26
way/114311420-220,UA14
way/114318083-420,NO082
way/114319248-220,DEA37
way/114319248-380,DEA37
way/114336709-300,NO020
way/114355666-400,FRG01
way/114359287-225,FRJ28
way/114363583-225,FRC12
way/114363583-400,FRC12
way/114414014-300,NO082
way/114414014-420,NO082
way/114659171-220,ITF33
way/114661587-220,ITF33
way/114661587-380,ITF33
way/114669733-300,NO0A2
way/114730382-225,FRL04
way/114845318-300,NO082
way/114845318-420,NO082
way/114931087-380,ITH55
way/11500045-380,DE300
way/115277975-275,GBM62
way/1153252242-275,GBD72
way/1153834517-400,ES416
way/1154224087-220,ES241
way/1154224087-225,ES241
way/115437692-225,FRJ23
way/115476080-225,FRI34
way/1155109902-220,ITH52
way/1155116746-220,ITG11
way/1155254820-400,FI194
way/115530033-400,GBJ14
way/1156161502-300,NO091
way/115680075-220,ES211
way/115680075-400,ES211
way/115788081-330,LV005
way/115801644-220,PL213
way/1158716725,ITI44
way/1158716725-380,ITI44
way/115887437-275,GBE32
way/1159141282-220,FI1D7
way/1159497863-225,FRJ11
way/116168269-225,FRH03
