Bus,busmap
8838,GBD6
7157,ITH3
1316,ITF3
7421,BE32
1317,ITF3
8699,ITI1
1318,ITF3
8827,PT17
7928,ES21
8513,DEB3
8512,DEB3
8092,PT11
8091,PT11
1337,ITG1
1338,ITG1
8726,FRB0
7708,FRC1
8313,FRD2
923,ES61
924,ES61
927,ES61
926,ES61
929,ES61
928,ES61
930,ES61
931,ES61
939,ES61
944,AL03
1311,ITF3
1310,ITF3
1004,ES61
1005,ES61
1006,ES61
1007,ES61
1008,ES61
1335,ITG1
1312,ITF3
8623,NO09
8622,NO09
1313,ITF3
1315,ITF3
1314,ITF3
8172,ES52
8828,DEA3
8775,SE31
7205,CH02
1207,GR52
1208,GR52
1209,GR52
1210,GR51
1211,GR64
1212,GR64
1213,GR64
1214,GR64
1215,GR30
1216,GR64
1217,GR30
1218,GR30
1219,GR30
1220,GR64
1221,GR30
1222,GR30
1224,GR30
1269,ITF4
1268,ITF4
1270,ITF4
1272,ITF4
1271,ITF4
1274,ITF4
1273,ITF4
1275,ITF4
1276,ITF4
1277,ITF4
1278,ITF4
1280,ITF6
1282,AL03
1281,AL03
1283,AL03
1284,AL02
1285,AL02
1286,AL03
1290,GR53
1291,GR53
1292,GR53
1293,GR52
1294,GR54
1295,GR61
1296,GR61
1297,GR63
1298,GR63
1299,GR63
1300,ITG1
1301,ITG1
1302,ITG1
1303,ITG1
1305,ITG1
1304,ITG1
1306,ITG1
1307,ITG1
1308,ITG1
1309,ITF3
1320,ITF3
1319,ITF3
1321,ITF3
1323,ITF5
1324,ITF5
1325,ITF5
1326,ITF5
1327,ITF6
1328,ITF6
1329,ITF6
1330,ITF6
1331,ITG1
1332,ITG1
1334,ITG1
1333,ITG1
1336,ITG1
7397,ES21
1339,ITG1
1340,ITG1
1341,ITG1
1342,ITG1
1343,ITG1
1344,ITF6
1345,ITG1
1346,ITF6
1347,ITF6
1349,ITG2
7927,ES51
1374,ITG2
1377,ITG2
1376,ITG2
1378,ITG2
1379,ITG2
1380,ITG2
1381,ITG2
1382,ITG2
1383,ITG2
1384,ITG2
1385,ITG2
1386,ITG2
1388,ITG2
1387,ITG2
1407,ES51
1406,ES51
1408,ES52
1409,ES52
1410,ES52
1412,ES51
1413,ES51
1418,ES53
1419,ES53
1422,ES53
1423,ES53
1429,ES53
1430,ES53
1431,ES53
1433,ES53
1452,ES41
1453,ES41
1454,ES42
1455,ES41
1456,ES41
1457,ES41
1458,ES41
1459,ES41
1460,ES42
1461,ES41
1463,ES42
1462,ES42
1464,ES30
1465,ES30
1466,ES42
1467,ES42
1468,ES42
1469,ES43
1470,ES42
1471,ES42
1473,ES41
1472,ES41
1474,ES30
1475,ES30
1476,ES30
1477,ES30
1478,ES30
1479,ES30
7086,ES42
1480,ES30
1481,ES30
1482,ES30
1483,ES30
1484,ES30
1485,ES42
1486,ES42
1487,ES42
1488,ES42
1489,ES42
1490,ES30
1491,ES30
1492,ES42
1493,ES42
1494,ES42
1495,ES30
1496,ES30
1497,ES30
1498,ES42
1499,ES30
1500,ES30
1501,ES42
1502,ES30
1503,ES30
1504,ES30
1505,ES42
1506,ES42
1507,ES42
1508,ES42
1509,ES42
1510,ES42
1511,ES42
1513,ES42
1512,ES42
1514,ES42
1515,ES42
1516,ES42
1517,ES42
8386,FRK2
1518,ES42
1519,ES42
1520,ES42
1522,ES42
1523,ES42
1524,ES42
1526,ES42
1525,ES42
1527,ES42
1528,ES42
1529,ES42
1530,ES42
1532,ES42
1531,ES42
1533,ES42
1535,ES61
1534,ES61
1536,ES61
1537,ES61
1539,ES42
1538,ES42
1540,ES61
1541,ES61
1542,ES61
1543,ES61
1544,ES61
1546,ES61
1545,ES61
1548,ES61
1547,ES61
1549,ES61
1550,ES61
1551,ES61
1553,ES61
1552,ES61
1555,ES61
1554,ES61
8328,ES41
1556,ES61
1557,ES61
1558,ES61
1559,ES61
1560,ES61
1561,ES42
1562,ES42
1563,ES42
1564,ES42
1566,ES61
1565,ES61
1567,ES61
1568,ES61
1570,ES61
1569,ES61
1571,ES61
1572,ES61
1573,ES61
1574,ES61
1575,ES61
1576,ES61
1577,ES61
1578,ES61
1579,ES42
1580,ES42
1582,ES42
1581,ES42
1583,ES42
1584,ES42
1585,ES42
1587,ES42
1586,ES42
1588,ES42
1589,ES42
1590,ES42
1591,ES24
1592,ES42
1594,ES42
1593,ES42
1595,ES42
1596,ES42
1597,ES42
1598,ES42
1599,ES42
1601,ES42
1600,ES42
1602,ES42
1603,ES52
1604,ES42
1605,ES24
1606,ES24
1607,ES24
1609,ES24
1608,ES24
1610,ES24
1611,ES24
1612,ES24
1613,ES52
1614,ES52
1616,ES52
1615,ES52
1617,ES52
1619,ES52
1618,ES52
1621,ES52
1620,ES52
1622,ES52
1623,ES42
1624,ES42
1625,ES52
1626,ES52
1627,ES52
1628,ES52
1629,ES52
1630,ES52
1631,ES52
1632,ES52
1633,ES52
1635,ES52
1634,ES52
1636,ES52
1638,ES52
1637,ES52
1640,ES52
1641,ES52
1642,ES52
1644,ES52
1643,ES52
1645,ES52
1646,ES52
1647,ES52
1648,ES52
1649,ES52
1650,ES52
1651,ES52
1652,ES52
1653,ES42
1654,ES62
1655,ES62
1657,ES61
1656,ES61
1658,ES62
1659,ES61
1660,ES62
1661,ES52
1663,ES52
1662,ES52
1664,ES52
1665,ES52
1666,ES52
1667,ES52
1668,ES52
1669,ES62
8333,FRK2
1671,ES62
1670,ES62
1672,ES62
1673,ES52
