Bus,busmap
8838,GBD62
7157,ITH36
1316,ITF33
7421,BE32B
1317,ITF35
8699,ITI14
1318,ITF34
8827,PT170
7928,ES213
8513,DEB3I
8512,DEB3I
8092,PT11D
8091,PT11D
1337,ITG18
1338,ITG17
8726,FRB02
7708,FRC13
8313,FRD21
923,ES612
924,ES612
927,ES612
926,ES612
929,ES612
928,ES612
930,ES612
931,ES617
939,ES617
944,AL035
1311,ITF33
1310,ITF33
1004,ES612
1005,ES612
1006,ES612
1007,ES612
1008,ES612
1335,ITG18
1312,ITF33
8623,NO092
8622,NO092
1313,ITF33
1315,ITF33
1314,ITF33
8172,ES523
8828,DEA38
8775,SE313
7205,CH021
1207,GR522
1208,GR522
1209,GR522
1210,GR522
1211,GR641
1212,GR641
1213,GR641
1214,GR641
1215,GR641
1216,GR641
1217,GR305
1218,GR305
1219,GR305
1220,GR642
1221,GR305
1222,GR305
1224,GR305
1269,ITF43
1268,ITF43
1270,ITF43
1272,ITF44
1271,ITF44
1274,ITF44
1273,ITF44
1275,ITF44
1276,ITF44
1277,ITF44
1278,ITF45
1280,ITF62
1282,AL032
1281,AL032
1283,AL035
1284,AL021
1285,AL021
1286,AL034
1290,GR533
1291,GR533
1292,GR531
1293,GR531
1294,GR541
1295,GR611
1296,GR612
1297,GR631
1298,GR631
1299,GR641
1300,ITG11
1301,ITG11
1302,ITG12
1303,ITG12
1305,ITG12
1304,ITG12
1306,ITG12
1307,ITG12
1308,ITG14
1309,ITF33
1320,ITF35
1319,ITF35
1321,ITF35
1323,ITF51
1324,ITF51
1325,ITF51
1326,ITF52
1327,ITF61
1328,ITF61
1329,ITF63
1330,ITF63
1331,ITG13
1332,ITG13
1334,ITG13
1333,ITG13
1336,ITG18
7397,ES213
1339,ITG17
1340,ITG19
1341,ITG19
1342,ITG19
1343,ITG19
1344,ITF65
1345,ITG13
1346,ITF65
1347,ITF63
1349,ITG2D
7927,ES513
1374,ITG2D
1377,ITG2D
1376,ITG2D
1378,ITG2G
1379,ITG2E
1380,ITG2E
1381,ITG2E
1382,ITG2E
1383,ITG2H
1384,ITG2H
1385,ITG2F
1386,ITG2F
1388,ITG2H
1387,ITG2H
1407,ES514
1406,ES514
1408,ES522
1409,ES522
1410,ES522
1412,ES514
1413,ES514
1418,ES532
1419,ES532
1422,ES532
1423,ES532
1429,ES532
1430,ES532
1431,ES532
1433,ES532
1452,ES415
1453,ES432
1454,ES425
1455,ES425
1456,ES415
1457,ES425
1458,ES416
1459,ES416
1460,ES425
1461,ES300
1463,ES425
1462,ES425
1464,ES300
1465,ES300
1466,ES425
1467,ES425
1468,ES425
1469,ES432
1470,ES425
1471,ES422
1473,ES416
1472,ES416
1474,ES300
1475,ES300
1476,ES300
1477,ES300
