Bus,busmap
IT91-220,ITC1
IT92-380,ITH5
IT93-380,ITH5
IT94-380,ITH5
IT95-220,ITC3
IT96-220,ITC3
IT97-220,ITC3
IT98-220,ITC3
IT99-220,ITC3
LT1-330,LT02
LT10-330,LT02
LT11-330,LT01
LT12-330,LT01
LT2-330,LT02
LT3-330,LT02
LT8-330,LT02
LT9-330,LT02
LU1-220,LU00
LU2-220,LU00
LV10-330,LV00
LV2-330,LV00
LV6-330,LV00
LV7-330,LV00
LV8-330,LV00
LV9-330,LV00
ME1-400,ME00
ME2-400,ME00
ME4-220,ME00
ME5-400,ME00
ME6-400,ME00
MK1-220,MK00
NL1-220,NL12
NL10-220,NL34
NL11-380,NL34
NL12-380,NL34
NL2-220,NL12
NL3-220,NL32
NL4-220,NL32
NL5-220,NL32
NL6-220,NL33
NL7-220,NL33
NL8-380,NL33
NL9-220,NL34
NO1-420,NO07
NO10-420,NO07
NO11-420,NO07
NO12-420,NO07
NO13-420,NO07
NO14-420,NO07
NO15-420,NO07
NO16-420,NO07
NO18-420,NO07
NO19-420,NO07
NO2-420,NO07
NO20-420,NO07
NO21-420,NO07
NO22-420,NO07
NO23-420,NO07
NO24-420,NO07
NO25-420,NO07
NO26-400,NO06
NO26-420,NO06
NO27-300,NO0A
NO27-420,NO0A
NO28-300,NO0A
NO28-420,NO0A
NO29-300,NO0A
NO29-420,NO0A
NO3-420,NO07
NO30-300,NO0A
NO30-420,NO0A
NO31-420,NO0A
NO32-420,NO0A
NO33-420,NO0A
NO34-420,NO0A
NO36-420,NO0A
NO38-420,NO0A
NO39-420,NO0A
NO4-420,NO07
NO40-420,NO0A
NO41-420,NO0A
NO42-420,NO0A
NO43-420,NO0A
NO44-420,NO0A
NO45-300,NO02
NO46-300,NO0A
NO47-300,NO0A
NO48-300,NO0A
NO49-300,NO0A
NO5-400,NO07
NO5-420,NO07
NO51-420,NO0A
NO52-420,NO0A
NO53-420,NO0A
NO54-300,NO0A
NO55-300,NO0A
NO56-300,NO0A
NO57-300,NO0A
NO58-300,NO0A
NO59-300,NO0A
NO6-420,NO07
NO60-300,NO0A
NO61-300,NO0A
NO62-420,NO0A
NO63-300,NO0A
NO64-420,NO0A
NO65-300,NO0A
NO66-300,NO08
NO67-420,NO0A
NO68-420,NO0A
NO69-420,NO0A
NO7-420,NO07
NO70-420,NO0A
NO71-420,NO0A
NO72-420,NO0A
NO73-300,NO0A
NO74-300,NO0A
NO75-420,NO08
NO76-300,NO0A
NO77-300,NO0A
NO78-300,NO08
NO79-300,NO0A
NO8-420,NO07
NO80-300,NO0A
NO81-300,NO0A
NO82-300,NO0A
NO83-300,NO0A
NO84-300,NO08
NO84-420,NO08
NO85-300,NO09
NO86-420,NO0A
NO87-300,NO09
NO88-300,NO0A
NO89-300,NO09
NO9-420,NO07
NO90-420,NO09
NO91-420,NO09
NO92-420,NO0A
NO93-300,NO0A
NO94-420,NO0A
NO95-420,NO0A
NO96-300,NO0A
NO97-420,NO0A
NO98-420,NO0A
NO99-300,NO09
PL1-400,PL63
PL10-400,PL42
PL11-220,PL42
PL11-400,PL42
PL13-220,PL61
PL13-400,PL61
PL14-220,PL61
PL14-400,PL61
PL15-400,PL61
PL16-400,PL92
PL17-400,PL84
PL18-400,PL43
PL19-220,PL61
PL2-220,PL63
PL20-220,PL92
PL21-220,PL92
PL22-220,PL41
PL23-400,PL91
PL24-220,PL91
PL25-220,PL41
PL25-400,PL41
PL26-400,PL91
PL27-400,PL92
PL28-400,PL91
PL29-400,PL81
PL3-220,PL63
PL30-220,PL43
PL31-400,PL91
PL32-220,PL92
PL33-220,PL92
PL34-400,PL51
PL35-220,PL71
PL36-400,PL52
PL37-220,PL72
PL38-400,PL51
PL39-220,PL72
PL4-220,PL42
PL40-220,PL51
PL40-400,PL51
PL41-400,PL22
PL42-220,PL22
PL43-220,PL22
PL44-220,PL22
PL45-220,PL22
PL46-220,PL51
PL47-220,PL22
PL48-220,PL72
PL49-220,PL72
PL5-220,PL42
PL50-220,PL22
PL51-400,PL22
PL52-400,PL22
PL53-220,PL22
PL54-220,PL22
PL54-400,PL22
PL55-220,PL22
PL56-220,PL22
PL57-220,PL22
PL58-220,PL22
PL59-220,PL22
PL59-400,PL22
PL6-220,PL61
PL60-220,PL21
PL61-220,PL21
PL62-400,PL82
PL7-400,PL61
PL8-220,PL42
PT1-400,PT11
PT10-220,PT11
PT11-220,PT11
PT12-220,PT11
PT13-400,PT11
PT14-220,PT11
PT14-400,PT11
PT15-220,PT11
PT16-220,PT11
PT17-220,PT11
PT18-220,PT16
PT2-400,PT11
PT21-400,PT16
PT22-220,PT16
PT23-220,PT16
PT24-220,PT16
PT25-220,PT16
PT26-400,PT16
PT28-220,PT16
PT29-400,PT18
PT3-400,PT11
PT30-220,PT16
PT31-220,PT16
PT32-220,PT16
PT33-400,PT18
PT34-400,PT18
PT35-400,PT18
PT36-400,PT17
PT37-400,PT17
PT38-220,PT17
PT39-220,PT17
PT4-220,PT11
PT40-220,PT17
PT41-220,PT17
PT42-220,PT17
PT43-220,PT17
PT44-400,PT18
PT45-400,PT17
PT46-400,PT15
PT47-400,PT15
PT5-220,PT11
PT7-400,PT11
PT8-220,PT11
PT9-400,PT11
RO1-400,RO21
RO10-400,RO12
RO11-400,RO42
RO12-400,RO12
RO14-400,RO12
RO15-400,RO12
RO16-400,RO12
RO17-220,RO42
RO18-400,RO12
RO19-400,RO12
RO2-400,RO11
RO20-400,RO12
RO21-220,RO42
RO22-220,RO22
RO23-220,RO42
RO24-400,RO22
RO25-400,RO22
RO26-220,RO31
RO27-220,RO42
RO28-400,RO22
RO29-220,RO22
RO29-400,RO22
RO3-220,RO11
RO30-220,RO41
RO31-220,RO42
RO32-400,RO41
RO33-220,RO41
RO34-220,RO41
RO35-220,RO31
RO36-220,RO41
RO37-220,RO41
RO37-400,RO41
RO38-220,RO31
RO39-220,RO31
RO4-220,RO11
RO40-220,RO31
RO40-400,RO31
RO41-220,RO31
RO41-400,RO31
RO42-220,RO41
RO43-400,RO41
RO44-220,RO41
RO45-220,RO41
RO46-220,RO32
RO48-220,RO32
RO5-220,RO12
RO50-400,RO41
RO51-220,RO41
RO52-220,RO41
RO53-220,RO32
RO53-400,RO32
RO54-220,RO32
RO55-220,RO32
RO56-220,RO41
RO57-220,RO32
RO58-220,RO31
RO6-220,RO21
RO6-400,RO21
RO62-400,RO31
RO63-400,RO31
RO7-400,RO42
RO8-220,RO12
RO9-400,RO12
RS1-220,RS12
RS10-220,RS21
RS12-220,RS21
RS2-220,RS12
RS3-400,RS12
RS4-220,RS11
RS5-400,RS12
RS6-400,RS22
RS7-220,RS11
RS7-400,RS11
RS8-220,RS21
RS9-220,RS21
SE12-220,SE32
SE14-220,SE32
SE17-220,SE32
SE18-220,SE31
SE19-220,SE31
SE2-220,SE33
SE20-220,SE31
SE21-400,SE12
SE22-220,SE12
SE23-220,SE12
SE24-400,SE12
SE25-220,SE12
SE26-220,SE12
SE27-220,SE12
SE28-400,SE11
SE29-220,SE11
SE30-400,SE11
SE31-220,SE11
SE32-220,SE11
SE33-220,SE11
SE34-220,SE11
SE35-400,SE31
SE35-420,SE31
SE36-400,SE12
SE37-220,SE11
SE38-400,SE11
SE4-220,SE32
SE43-400,SE23
SE44-400,SE23
SE45-400,SE23
SE46-400,SE23
SE48-400,SE23
SE49-400,SE23
SE50-400,SE23
SE54-400,SE23
SE55-400,SE21
SE56-400,SE23
SE57-220,DK02
SE6-220,SE32
SE7-400,SE32
SE8-220,SE32
SI1-400,SI03
SI2-220,SI04
SI3-220,SI04
SK1-400,SK03
SK10-400,SK02
SK11-400,SK02
SK12-400,SK02
SK2-220,SK02
SK3-400,SK03
SK4-400,SK03
SK5-400,SK04
SK6-220,SK02
SK7-220,SK02
SK8-400,SK04
SK9-400,SK04
UA10-330,UA56
UA12-330,UA63
UA14-330,UA63
UA15-330,UA63
UA16-220,UA46
UA17-330,UA63
UA18-330,UA63
UA19-330,UA46
UA21-330,UA63
UA22-220,UA46
UA23-220,UA46
UA24-330,UA53
UA25-330,UA53
UA26-330,UA53
UA28-220,UA09
UA29-330,UA14
UA30-220,UA09
UA31-220,UA21
UA32-220,UA21
UA33-220,UA09
UA34-330,UA05
UA35-220,UA09
UA37-220,UA09
UA38-220,UA09
UA39-220,UA21
UA40-500,UA09
UA41-220,UA21
UA42-220,UA21
UA43-330,UA12
UA44-330,UA12
UA45-330,UA12
UA46-220,UA21
UA47-330,UA12
UA48-330,UA35
UA49-330,UA12
UA50-330,UA12
UA51-330,UA14
UA52-330,UA14
UA53-330,UA14
UA54-330,UA14
UA55-330,UA12
UA56-220,UA14
UA57-220,UA14
UA58-330,UA12
UA59-330,UA14
UA6-330,UA32
UA60-220,UA14
UA61-330,UA12
UA62-330,UA12
UA63-330,UA12
UA64-750,UA12
UA65-330,UA23
UA66-330,UA23
UA67-330,UA23
UA68-330,UA23
UA7-220,UA07
UA70-330,UA48
UA71-750,UA48
UA72-330,UA12
UA73-330,UA12
UA74-330,UA23
UA76-330,UA23
UA77-220,UA14
UA79-220,UA48
UA80-330,UA65
UA81-330,UA65
UA82-330,UA65
UA83-330,UA51
UA84-330,UA51
UA85-330,UA51
UA86-330,UA43
UA88-220,UA43
UA89-220,UA43
UA90-220,UA43
UA91-220,UA43
UA92-750,UA51
UA93-220,UA43
UA94-220,UA43
UA95-330,UA40
XK1-220,XKX
XK2-400,XKX
relation/10047997-220,UA46
relation/10086891-300,NO0A
relation/10104222-420,NO0A
relation/10153505-400,SE31
relation/10175479-300,NO09
relation/10220813-420,NO0A
relation/10295969-400,ES51
relation/10308957-300,NO08
relation/10327289-300,NO0A
relation/10377509-400,GBM9
relation/10506161-330,UA05
relation/10506161-750,UA05
relation/10547156-300,NO09
relation/10582654-330,UA05
relation/10629005,SE21
relation/10629005-400,SE21
relation/10695345,GBJ4
relation/10695345-400,GBJ4
relation/10705963-330,LV00
relation/10925187-275,GBE4
relation/11036958-300,NO0A
relation/11036958-420,NO0A
relation/11038054-400,SK04
relation/11051275-400,GBD1
relation/11097406-400,SE23
relation/11097406-420,SE23
relation/11210299-330,LV00
relation/11334274-400,SE23
relation/11372549-225,FRE1
relation/11512349-300,NO0A
relation/11543333-400,GBC1
relation/11568632-420,NO09
relation/11964241-400,SE23
relation/11971282-400,SE32
relation/11980722-330,LV00
relation/11981383,NO09
relation/12048419-330,LT02
relation/12274653-420,NO0A
relation/12277754-300,NO08
relation/12543034-275,GBL1
relation/12606773-220,SE32
relation/12832053,NO0A
relation/12832053-420,NO0A
relation/12969006-300,NO0A
relation/12970096-330,LV00
relation/13020240-220,ITI4
relation/13110367-400,GBL1
relation/13110368-275,GBF1
relation/13110368-400,GBF1
relation/13110369-400,GBF1
relation/13186702-275,GBL2
relation/13260100-225,FRD2
relation/13260100-400,FRD2
relation/13260224-225,FRE1
relation/13284562-300,NO09
relation/13447791-420,NO0A
relation/13530288-330,LV00
relation/13675791-220,UA07
relation/13675791-330,UA07
relation/13695570-220,UA40
relation/13695570-330,UA40
relation/1377432-220,ITH2
relation/13844905-220,ITF1
relation/13844905-380,ITF1
relation/13889505-220,SE32
relation/13889505-400,SE32
relation/13989591-300,NO0A
relation/14921826-275,GBD1
relation/14921826-400,GBD1
relation/14939275,SE22
relation/14939275-400,SE22
relation/15436115-220,FI1D
relation/15654150-220,SE32
relation/15657009-400,SE32
relation/15657011-220,SE32
relation/15657011-400,SE32
relation/15715982-220,ES41
relation/15715982-400,ES41
relation/15865158-400,HU32
relation/15900216-220,SE11
relation/15956164-225,FRE1
relation/1604500-225,FRJ2
relation/16809528-220,ES51
relation/16809528-400,ES51
relation/17099135-300,NO0A
relation/17148268-220,ES43
relation/17148268-400,ES43
relation/17294958-220,ES41
relation/17294958-400,ES41
relation/17294973-400,PT18
relation/17319555-220,ES52
relation/17328947-225,FR10
relation/17444204-400,ES41
relation/17467354-380,ITI4
relation/17591073-220,DE12
relation/17678185-220,ES51
relation/17805735-220,ES41
relation/17873353-225,FRD2
relation/18085709-400,PL63
relation/18160532-400,SE32
relation/2452471-275,GBM7
relation/3340172-220,HU21
relation/3690459-220,UA43
relation/3925210-330,UA63
relation/3993780-300,NO0A
relation/3993780-420,NO0A
relation/5378910-220,CH02
relation/6081310-400,SE31
relation/6277789-220,ITC4
relation/6277789-380,ITC4
relation/6301099-220,ITH1
relation/6329325-220,ES24
relation/6495601-330,LV00
relation/6674938-330,UA30
relation/7107330-220,SE31
relation/7108546-220,SE31
relation/7123679-220,SE31
relation/7142177-220,UA46
relation/7313829-220,SE31
relation/7313829-400,SE31
relation/7319976-220,SE31
relation/7578992-220,BE33
relation/7578992-380,BE33
relation/7650368-400,GBH2
relation/7802012-300,NO0A
relation/7805329-300,NO0A
relation/7809753-300,NO0A
relation/7812776-420,NO08
relation/7814748-300,NO0A
relation/7837848-220,ITH2
relation/7839089-420,NO0A
relation/7839720-300,NO0A
relation/7839720-420,NO0A
relation/7842286-300,NO02
relation/7845549-300,NO0A
relation/7847764-420,NO08
relation/7851611-300,NO08
relation/7854485-300,NO08
relation/7854485-420,NO08
relation/7872518-400,GBH3
relation/7879831-275,GBL1
relation/7879831-400,GBL1
relation/7879876-300,NO09
relation/7879879-420,NO09
relation/7880111-275,GBJ2
relation/7880111-400,GBJ2
relation/7881280-400,GBE1
relation/7883264-300,NO09
relation/7883882-300,NO09
relation/7886014-400,GBG2
relation/7894457-275,GBD3
relation/7894457-400,GBD3
relation/7894483-400,GBD4
relation/7894974-275,GBM9
relation/7894974-400,GBM9
relation/7894975-275,GBD4
relation/7894975-400,GBD4
relation/7896785-275,GBG3
relation/7928148,NO09
relation/7928148-420,NO09
relation/7933294-380,CH05
relation/8034395-330,LT02
relation/8087295-275,GBM6
relation/8182117-420,NO09
relation/8193470-300,NO09
relation/8196063-300,NO02
relation/8206955-300,NO08
relation/8211981-300,NO02
relation/8239198-300,NO08
relation/8293948-420,NO07
relation/8294222-420,NO07
relation/8332571-300,NO0A
relation/8473044-220,NO07
relation/8473044-300,NO07
relation/8473044-420,NO07
relation/8476872-300,NO07
relation/8481866-300,NO07
relation/8482013-300,NO07
relation/8488332-300,NO06
relation/8488332-420,NO06
relation/8488753-220,SE32
relation/8520950-300,NO06
relation/8527323-420,NO06
relation/8679746-300,NO0A
relation/8721337-300,NO0A
relation/8778546-330,UA59
relation/8834935-300,NO0A
relation/8836351-300,NO0A
relation/8837899-300,NO0A
relation/8840420-220,ITF3
relation/8846883-300,NO0A
relation/8846916-300,NO0A
relation/8847096-300,NO0A
relation/8850169-300,NO0A
relation/8857031-300,NO0A
relation/8857363-300,NO0A
relation/8860331-300,NO0A
relation/8860331-420,NO0A
relation/8864887-300,NO0A
relation/8886202-300,NO0A
relation/8886202-420,NO0A
relation/8890360-300,NO09
relation/8890887,NO09
relation/8890887-300,NO09
relation/8890887-420,NO09
relation/8894066-300,NO09
relation/8894066-420,NO09
relation/8896922-300,NO09
relation/9032385-300,NO08
relation/9219041-220,UA46
relation/9220981-220,UA56
relation/9220981-330,UA56
relation/9224222-220,UA26
relation/9224222-330,UA26
relation/9224222-400,UA26
relation/9241264-330,UA35
relation/9243078-330,UA53
relation/9310861-220,CH04
relation/9326894-220,UA21
relation/9354587-330,UA30
relation/9361062-330,UA51
relation/9399771-220,PL21
relation/9409219-400,GBJ3
relation/9470706-220,HU11
relation/9552168-300,NO08
relation/9572254-400,GBK3
relation/9598269-275,GBD3
relation/9598269-400,GBD3
relation/9647250-220,UA09
relation/9647250-330,UA09
relation/9748642-220,UA21
relation/9995295-330,UA23
way/100009331-400,GBK4
way/100021432-225,FRG0
way/1000743726-400,GR30
way/100077745-275,GBM9
way/100077745-400,GBM9
way/100087916-225,FRL0
way/100087916-400,FRL0
way/1000881525-225,FRJ2
way/1000881525-400,FRJ2
way/100113593-380,ITI1
way/1001478336-220,BE33
way/100151486-420,NO08
way/1001640574-380,AT12
way/1002151700-220,ES61
way/100253768-380,ITI1
way/1003262502-220,IE05
way/100407576-220,ITH3
way/100407576-380,ITH3
way/100454075-220,UA43
way/100454075-330,UA43
way/100500802-225,FRK2
way/100500802-400,FRK2
way/100602290-220,AT33
way/100630571-220,UA43
way/100648754-300,NO09
way/100654585-400,RO22
way/100662075-220,CH05
way/100773252-400,GBH3
way/100788162-400,HU23
way/100804905-220,HU21
way/100804905-400,HU21
way/100804921-220,HU12
way/100844170-220,HU12
way/100851012-220,HU11
way/100872886-220,HU12
way/100872886-400,HU12
way/100952845-220,ITC1
way/100952845-380,ITC1
way/100961766-400,RO22
way/100962927-400,HU33
way/100979306-220,SK04
way/100979306-400,SK04
way/1010338785-225,FRH0
way/101077623-275,GBE3
way/101077623-400,GBE3
way/101078312-220,ES11
way/101086962-225,FR10
way/101108382-225,FRL0
way/101158766-220,RO42
way/101158766-400,RO42
way/101207712-225,FRL0
way/101217260-225,FRG0
way/101228343-225,FR10
way/101258283-220,RO42
way/101312018-275,GBE3
way/101320612-400,SE22
way/1013436462-400,SE33
way/101346507-220,ITC1
way/101346508-220,ITC1
way/101365758-275,GBL2
way/101410484-220,UA43
way/101494744-225,FRK2
way/101914781-220,PL62
way/101914781-400,PL62
way/101915790-220,PL62
way/101953901-220,ES30
way/101953901-400,ES30
way/101982559-220,PL71
way/101997887-220,AT34
way/101997887-380,AT34
way/1020710695-220,ES41
way/102165724-220,PL71
way/102185356-220,ITC1
way/102185362-220,ITC2
way/102198808-400,GBM9
way/1022235514-220,SE12
way/1022235514-400,SE12
way/1022342082-220,PL92
way/1022342082-400,PL92
way/102287716-220,ITC1
way/102287716-380,ITC1
way/1024243178-220,SE32
way/1024536785-380,DEB2
way/102549055-275,GBI
way/102549055-400,GBI
way/1025505726-400,SE23
way/1025530508-400,SE33
way/102675884-220,ITC2
way/1027078325-220,ES24
way/1027086226-220,ES24
way/1027086227-220,ES24
way/102743264-220,DE13
way/1028201096-400,SE33
way/1028850312-300,NO0A
way/1028850314-300,NO0A
way/1028926498-220,ES24
way/1028926498-400,ES24
way/103007030-220,ITC2
way/103007085-220,ITC2
way/103041283-220,BE33
way/103127417-220,ITC2
way/103150854-400,GBH3
way/103158873-220,ES11
way/103158873-400,ES11
way/1031589976-220,ES24
way/103190094-220,ES22
way/1032009185-220,ES61
way/1032009205-400,ES43
way/1032009212-220,ES43
way/103213478-220,RO31
way/103264820-220,ITC4
way/103306951-380,ITF5
way/103365741-225,FR10
way/103381531-220,ITF4
way/103381531-380,ITF4
way/103386958,ITF4
way/103386958-380,ITF4
way/103418587-220,ITC1
way/103455240-225,BE32
way/103511952-220,ES41
way/103511952-400,ES41
way/103549584-220,ITH2
way/103653565-220,ITC3
way/103653567-220,ITC3
way/103653567-225,ITC3
way/103653591-220,ITC3
way/103653591-380,ITC3
way/103725268-220,ITC1
way/103725446-220,ITC1
way/1037899855-400,PT11
way/103829261-400,GBJ4
way/1038373182-220,ES61
way/103915328-275,GBK1
way/103915328-400,GBK1
way/103921705-225,FRJ1
way/103960552-225,FRE1
way/103974940-380,ITC1
way/103974946-220,ITC1
way/104008765-225,FRI2
way/104020696-220,ES51
way/104020696-400,ES51
way/104025895-220,ES41
way/104026138-220,ES41
way/1040287723-330,UA65
way/104033901-220,HU32
way/1040551074-220,DEA1
way/1040827524-330,UA68
way/1040827524-400,UA68
way/1040827524-750,UA68
way/104114052-220,ITC1
way/1041283619-220,PT16
way/1041283619-400,PT16
way/1041877812-225,FRE2
way/1042227719-400,ES61
way/104239286-220,ITC1
way/104239342-220,ITC1
way/104239352-380,ITC1
way/104240116-225,FRK2
way/1042974725-220,LU00
way/104321356-220,ITF5
way/104359058-380,ITC1
way/104370242-220,ES11
way/104370242-400,ES11
way/104388595-220,IE05
way/104388599-220,IE05
way/104481448-225,FRL0
way/104524889-380,BE33
way/1046982647-225,FRH0
way/104730022-220,ES11
way/1047447425-220,AT33
way/104864777-330,UA32
way/1049638569-400,GBK2
way/1049744765-225,FRK2
way/105062415-220,ITC1
way/105065132-220,AT32
way/105065132-380,AT32
way/105141307-220,ITC1
way/105141350-220,ITC1
way/105141365-220,ITC1
way/105141365-380,ITC1
way/105141365-400,ITC1
way/105153431-220,ITC1
way/105153431-380,ITC1
way/105184051-400,GR63
way/105197514-225,FRK2
way/1051991398-220,ITC1
way/105202875-225,FRL0
way/105211326-225,FRL0
way/105259481-400,ES21
way/105260066-225,FRL0
way/105304263-275,GBM7
way/1054310285-220,PT16
way/1054310285-400,PT16
way/1054312727-400,ES43
way/105462289-220,ITC1
way/105515586-225,FRI1
way/105515586-400,FRI1
way/105571340-225,FRI3
way/105571340-400,FRI3
way/105579046-220,ES51
way/105630888-225,FRI3
way/105630888-400,FRI3
way/1056316394-225,FRC1
way/105652436-225,FRI3
way/105652455-225,FRI3
way/105690676-225,FRI3
way/105690676-400,FRI3
way/105757794-220,ITC3
way/105757794-380,ITC3
way/105757795-220,ITC3
way/105783300-225,FRB0
way/105783300-400,FRB0
way/105801489-220,ITH1
way/105827045-220,ITH1
way/105840884-225,FRI1
way/105840884-400,FRI1
way/105894370-400,SI03
way/105913465-225,FRJ2
way/105913465-400,FRJ2
way/105913481-225,FRH0
way/106096507-380,DEA1
way/106284701-225,FR10
way/1062894258-220,BE34
way/1063211569-400,SK02
way/1063258951-220,SI03
way/1063258951-400,SI03
way/106467890-225,FRC1
way/1065701571-400,SE12
way/106607138-220,SE12
way/1066153075-220,RO42
way/1066158995-220,RO42
way/1066402288-220,RO22
way/1066409951-220,RO42
way/1067248696-225,FRE1
way/1068350839-380,DE40
way/107121899-225,FRK2
way/1071504343-380,DEF0
way/107204719-220,ITC4
way/107248400-380,AT12
way/1072574879-380,DE93
way/107434290-225,FRF2
way/107438024-380,ITH5
way/107479377-220,ES43
way/1076001174-220,DEA3
way/1076001174-380,DEA3
way/1076166858-225,FRE1
way/1076203260-225,FRJ2
way/107626084-400,SK03
way/107681459-380,ITI1
way/107683818-380,ITI1
way/107808612-330,UA48
way/107808612-750,UA48
way/1078532568,GBF3
way/1078532568-400,GBF3
way/108020416-220,ITF6
way/108020416-380,ITF6
way/108050523-220,ITI4
way/108084125-225,FRD1
way/108089073-225,FRD1
way/108099552-225,FRE1
way/108099552-400,FRE1
way/1081289386-225,FRJ2
way/1081289679-225,FRL0
way/1081302145-220,DED4
way/108198777-220,RO41
way/108198802-220,RO41
way/108257952-220,CH04
way/108259909-220,ES41
way/108312093-220,ES11
way/1086214433-220,CH02
way/1086825107-220,DEG0
way/1086825107-380,DEG0
way/1087534882-220,ES41
way/1087785232-400,GBK1
way/108797675-380,DE26
way/108928068-220,UA43
way/1089769599-220,DEF0
way/1089769599-380,DEF0
way/1089911133-380,DEF0
way/109037817-220,CH03
way/109037817-380,CH03
way/109073025-275,GBM8
way/1090854835-220,ES41
way/1091109862-225,FRJ1
way/109189896,GBJ4
way/1091984573-220,DE80
way/1091984573-380,DE80
way/109227983-225,FR10
way/1092884227-220,CH07
way/1093896544-380,DE27
way/1094015892-220,DE80
way/1094015892-380,DE80
way/109463536-275,GBE2
way/109588422-380,ITF6
way/109730296-275,GBC1
way/109730296-400,GBC1
way/109756016-380,ITF6
way/1097582201-400,GBE3
way/109788663-220,ES22
way/1097982502-380,ITG1
way/1098087457-380,ITF5
way/109817708-225,FRJ2
way/109817708-400,FRJ2
way/1098527891-220,ITF3
way/109859712-400,FRJ1
way/109917397-380,DED4
way/1099434374-220,NL12
way/109993642-380,ITF6
way/109997676-380,ITF6
way/1100665914-380,ITF6
way/110086345-225,FRJ1
way/110086345-400,FRJ1
way/1100866837-400,ES24
way/110138220-220,ITG1
way/110138220-380,ITG1
way/1101832649,DK03
way/1101832649-400,DK03
way/1102237380-220,DEF0
way/1102237380-380,DEF0
way/110310021-380,ITF6
way/110330925-380,ITF6
way/1103579629-380,ITG1
way/110443404-225,FRJ2
way/110443404-400,FRJ2
way/110450456-225,FRI3
way/110450456-400,FRI3
way/110468028-225,FRJ2
way/1104947187-380,DE11
way/1105061707-220,CH02
way/1105061707-380,CH02
way/110506713-220,ES51
way/110522458-225,FRI3
way/110542740-225,FRD1
way/110602441-225,FRJ1
way/110602470-225,FRL0
way/110660048-380,ITF6
way/1107461441-400,FI1D
way/1107961833-380,DEF0
way/111020792-220,ITH3
way/111162936-220,CH01
way/111162936-380,CH01
way/111162936-400,CH01
way/111265307-225,FRE2
way/111276881-225,FRJ2
way/111402009-220,ES51
way/111414142-225,FRI1
way/111414142-400,FRI1
way/111449797-225,FRI1
way/111456385-225,FRI1
way/111456385-400,FRI1
way/111458307-225,FRI1
way/111458307-400,FRI1
way/111528318-220,GBM7
way/111528318-275,GBM7
way/111550033-400,GBM7
way/111558550-225,FRI1
way/111558550-400,FRI1
way/111558561-225,FRI1
way/111584995-220,ES51
way/111615226-220,PL51
way/111615226-380,PL51
way/111615226-400,PL51
way/111678830-220,HU33
way/111687967-400,SK03
way/1117128898-380,ITG1
way/111769053-225,FRL0
way/1118059105-220,DEA2
way/111816982-225,FRD1
way/111973179-220,DEA3
way/1120475588-275,GBI
way/1120475588-400,GBI
way/1121036738-225,FRC2
way/112145777-225,FRG0
way/112310487-225,FRG0
way/1123377073-400,PT11
way/112342683-225,FRG0
way/112342683-400,FRG0
way/112614319-400,PL63
way/112695048-380,DEA5
way/11282314-220,CH04
way/1128250707-220,DE94
way/1128250707-380,DE94
way/11285720-380,DE60
way/112893617-400,FRI2
way/112925040-225,FRJ2
way/113020114-225,FRI1
way/113024932-225,FRI1
way/113338234-225,FRJ1
way/1134105414-380,DE94
way/113442999-300,NO08
way/1134655722-220,ITF3
way/113546939-220,DEA1
way/113546939-380,DEA1
way/113568896-220,SI03
way/113568896-400,SI03
way/113570302-400,HU23
way/113578863-380,SI03
way/113578863-400,SI03
way/1136281422-220,UA65
way/1136281422-330,UA65
way/113757307-220,HR02
way/114018928-225,FRJ1
way/114018928-400,FRJ1
way/114082368-220,BE34
way/1141933143-220,ES13
way/1141933143-400,ES13
way/1141937282-220,ES13
way/114254761-225,FRK2
way/114311420-220,UA14
way/114318083-420,NO08
way/114319248-220,DEA3
way/114319248-380,DEA3
way/114336709-300,NO02
way/114355666-400,FRG0
way/114359287-225,FRJ2
way/114363583-225,FRC1
way/114363583-400,FRC1
way/114414014-300,NO08
way/114414014-420,NO08
way/114659171-220,ITF3
way/114661587-220,ITF3
way/114661587-380,ITF3
way/114669733-300,NO0A
way/114730382-225,FRL0
way/114845318-300,NO08
way/114845318-420,NO08
way/114931087-380,ITH5
way/11500045-380,DE30
way/115277975-275,GBM6
way/1153252242-275,GBD7
way/1153834517-400,ES41
way/1154224087-220,ES24
way/1154224087-225,ES24
way/115437692-225,FRJ2
way/115476080-225,FRI3
way/1155109902-220,ITH5
way/1155116746-220,ITG1
way/1155254820-400,FI19
way/115530033-400,GBJ1
way/1156161502-300,NO09
way/115680075-220,ES21
way/115680075-400,ES21
way/115788081-330,LV00
way/115801644-220,PL21
way/1158716725,ITI4
way/1158716725-380,ITI4
way/115887437-275,GBE3
way/1159141282-220,FI1D
way/1159497863-225,FRJ1
way/116168269-225,FRH0
way/1162035523-225,FR10
way/1164100996-220,ES43
way/1164184948-220,ES43
way/116452049-330,UA32
way/116517585-380,ITH5
way/116518388-380,ITC4
way/116519166-380,ITC4
way/116539370-275,GBE3
way/1165661175-220,ES43
way/116669781-225,FRJ2
way/116670124-225,FRE2
way/116692433-220,ITC4
way/116697005-380,ITC4
way/116702384-225,FR10
way/1167713589-220,ES24
way/116797658-220,ITC4
way/116797658-380,ITC4
way/1168603539-220,ES43
way/116871431-225,FRK2
way/1168861008-400,ES43
way/116944631-220,PT11
way/1169740285-220,ES52
way/1172185252-400,ES43
way/117350758-225,FR10
way/117350758-400,FR10
way/117421453-225,FRB0
