id;name;source_id;node_id;lat;long;country_code;comment;param;uncertainty;method;tags
INET_PL_684_EE_5;TENP_Loop5;['INET_PL_684'];['INET_N_1428', 'INET_N_186'];[50.786035, 50.817365];[6.177002, 6.021767];['DE', 'NL'];None;{'diameter_mm': 900.0, 'end_year': 2050, 'is_H_gas': 1.0, 'is_bothDirection': 1.0, 'lat_mean': 50.8017, 'length_km': 11.455613347313404, 'long_mean': 6.099384499999999, 'max_cap_M_m3_per_d': 41.33939687205069, 'max_pressure_bar': 73.52277280592001, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 2006.0, 'waterDepth_m': None};{'diameter_mm': 0, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 0.015665000000002035, 'length_km': 0.5, 'long_mean': 0.0776175000000001, 'max_cap_M_m3_per_d': 14.883674981382677, 'max_pressure_bar': 11.718526324449924, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 0, 'waterDepth_m': None};{'diameter_mm': 'raw', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'raw', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'Lasso', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'raw', 'waterDepth_m': None};{}
INET_PL_703_EE_0;Transgas_10;['INET_PL_703'];['INET_N_1595', 'INET_N_1263'];[49.644, 49.663384];[12.496, 12.549857];['DE', 'CZ'];None;{'diameter_mm': 900.0, 'end_year': 2050, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 49.653692, 'length_km': 4.437318996594529, 'long_mean': 12.522928499999999, 'max_cap_M_m3_per_d': 41.33939687205069, 'max_pressure_bar': 73.52277280592001, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 1983, 'waterDepth_m': None};{'diameter_mm': 0, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.009692000000001142, 'length_km': 0.5, 'long_mean': 0.026928499999999467, 'max_cap_M_m3_per_d': 14.883674981382677, 'max_pressure_bar': 11.718526324449924, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 20, 'waterDepth_m': None};{'diameter_mm': 'raw', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'Lasso', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'make_Attrib(const)', 'waterDepth_m': None};{}
INET_PL_724_EE_2;Transitgas_12;['INET_PL_724'];['INET_N_1597', 'INET_N_885'];[47.566, 47.386];[7.9, 7.946];['DE', 'CH'];None;{'diameter_mm': 1200.0, 'end_year': 2050, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 47.476, 'length_km': 20.317848133646848, 'long_mean': 7.923, 'max_cap_M_m3_per_d': 55.11814227109629, 'max_pressure_bar': 67.5, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 2002.0, 'waterDepth_m': None};{'diameter_mm': 0, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.08999999999999986, 'length_km': 0.5, 'long_mean': 0.022999999999999687, 'max_cap_M_m3_per_d': 26.906561786330762, 'max_pressure_bar': 0, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 0, 'waterDepth_m': None};{'diameter_mm': 'raw', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'raw', 'waterDepth_m': None};{}
INET_PL_808_EE_0;No83_10;['INET_PL_808'];['INET_N_834', 'INET_N_1244'];[50.650638, 50.58375];[9.371877, 9.367797];['DE', 'DE'];None;{'diameter_mm': 998.4639333647048, 'end_year': 2050, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 50.617194, 'length_km': 7.445511171345138, 'long_mean': 9.369837, 'max_cap_M_m3_per_d': 49.28229234972674, 'max_pressure_bar': 76.80652874754169, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 1983, 'waterDepth_m': None};{'diameter_mm': 131.1379947669878, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.03344399999999936, 'length_km': 0.5, 'long_mean': 0.0020400000000000418, 'max_cap_M_m3_per_d': 28.648661296668088, 'max_pressure_bar': 11.718526324449924, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 20, 'waterDepth_m': None};{'diameter_mm': 'Lasso', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Lasso', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'make_Attrib(const)', 'waterDepth_m': None};{}
INET_PL_990_EE_6;NordStream_16;['INET_PL_990'];['LKD_N_937', 'INET_N_889'];[54.8, 54.151055];[15.2, 13.655607];['XX', 'DE'];None;{'diameter_mm': 1153.0, 'end_year': 2050, 'is_H_gas': 1.0, 'is_bothDirection': 0.0, 'lat_mean': 54.4755275, 'length_km': 123.17476968130576, 'long_mean': 14.4278035, 'max_cap_M_m3_per_d': 80.0, 'max_pressure_bar': 220.0, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 2011.0, 'waterDepth_m': None};{'diameter_mm': 0, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 0.3244724999999988, 'length_km': 0.5, 'long_mean': 0.7721964999999997, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 0, 'waterDepth_m': None};{'diameter_mm': 'raw', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'raw', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'raw', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'raw', 'waterDepth_m': None};{}
INET_PL_998_EE_6;NordStream_26;['INET_PL_998'];['INET_N_1043', 'INET_N_889'];[54.6, 54.151055];[15.2, 13.655607];['XX', 'DE'];None;{'diameter_mm': 1367.6767736690656, 'end_year': 2050, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 54.375527500000004, 'length_km': 111.82357058178283, 'long_mean': 14.4278035, 'max_cap_M_m3_per_d': 117.70567166763624, 'max_pressure_bar': 89.11971609078725, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 2025.0, 'waterDepth_m': None};{'diameter_mm': 151.51655603155248, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.22447250000000096, 'length_km': 0.5, 'long_mean': 0.7721964999999997, 'max_cap_M_m3_per_d': 27.889336541380843, 'max_pressure_bar': 11.718526324449924, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 0, 'waterDepth_m': None};{'diameter_mm': 'Lasso', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'Lasso', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'raw', 'waterDepth_m': None};{}
INET_PL_1445;Spijk_Emden;['INET_PL_1445'];['INET_N_1397', 'INET_N_436'];[53.39, 53.3422];[6.831, 7.2062];['NL', 'DE'];None;{'diameter_mm': 998.4639333647048, 'end_year': 2050, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 53.3661, 'length_km': 25.463554408982024, 'long_mean': 7.0186, 'max_cap_M_m3_per_d': 49.28229234972674, 'max_pressure_bar': 76.80652874754169, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 1983, 'waterDepth_m': None};{'diameter_mm': 131.1379947669878, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.023900000000001143, 'length_km': 0.5, 'long_mean': 0.18759999999999977, 'max_cap_M_m3_per_d': 28.648661296668088, 'max_pressure_bar': 11.718526324449924, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 20, 'waterDepth_m': None};{'diameter_mm': 'Lasso', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Lasso', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'make_Attrib(const)', 'waterDepth_m': None};{}
INET_PL_1468;Belfeld_St Hubert;['INET_PL_1468'];['INET_N_145', 'INET_N_1406'];[51.3, 51.384];[6.132, 6.457];['NL', 'DE'];None;{'diameter_mm': 998.4639333647048, 'end_year': 2050, 'is_H_gas': 0.0, 'is_bothDirection': 0, 'lat_mean': 51.342, 'length_km': 24.43822224513431, 'long_mean': 6.294499999999999, 'max_cap_M_m3_per_d': 49.28229234972674, 'max_pressure_bar': 76.80652874754169, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 1983, 'waterDepth_m': None};{'diameter_mm': 131.1379947669878, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.04200000000000159, 'length_km': 0.5, 'long_mean': 0.1625000000000001, 'max_cap_M_m3_per_d': 28.648661296668088, 'max_pressure_bar': 11.718526324449924, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 20, 'waterDepth_m': None};{'diameter_mm': 'Lasso', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Lasso', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'make_Attrib(const)', 'waterDepth_m': None};{}
INET_PL_1534;Reckrod_UGS_Reckrod;['INET_PL_1534'];['INET_N_1215', 'INET_N_1530'];[50.785275, 50.783408];[9.788964, 9.799224];['DE', 'DE'];None;{'diameter_mm': 979.1871631301881, 'end_year': 2050, 'is_H_gas': 1.0, 'is_bothDirection': 1.0, 'lat_mean': 50.7843415, 'length_km': 0.750815188442757, 'long_mean': 9.794094000000001, 'max_cap_M_m3_per_d': 40.896502248653114, 'max_pressure_bar': 73.25843294937569, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 1983, 'waterDepth_m': None};{'diameter_mm': 158.64893158148786, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 0.0009334999999985882, 'length_km': 0.5, 'long_mean': 0.0051300000000003, 'max_cap_M_m3_per_d': 27.889336541380843, 'max_pressure_bar': 8.373621871284998, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 20, 'waterDepth_m': None};{'diameter_mm': 'Lasso', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'raw', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'Lasso', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'make_Attrib(const)', 'waterDepth_m': None};{}
NO_PS_29;40 Gas EUROPIPE-SCP, EMDEN;['NO_327394'];['NO_N_31', 'Storages_0'];[55.706289109032674, 55.58123530291533, 55.33561167171387, 55.1226474502047, 54.908636146045474, 54.72823631130785, 54.573152840700324, 54.42001437157985, 54.255375685919226, 54.221183115294224, 54.20999687341991, 54.19913862062552, 54.18059322146527, 54.17118205601514, 54.164901984251436, 54.15570199776954, 54.14976294245024, 54.0344690323319, 54.02424385193743, 54.01079063928704, 53.95463211393392, 53.947740074548896, 53.891717570969575, 53.877314420075066, 53.858078147631346, 53.85043607169235, 53.84640004373232, 53.8326560287914, 53.811063830659975, 53.80603576514494, 53.800410648684796, 53.69078875229302, 53.69158875531927, 53.6717874868884];[4.221169247187954, 4.4330383883199165, 4.842701988264056, 5.192212675668069, 5.538107160487414, 5.825631839286454, 6.069999444923722, 6.3087937676600685, 6.56282279163477, 6.614430248633817, 6.626342921746948, 6.636279532259189, 6.656177650719771, 6.6696173052673196, 6.682070832990617, 6.711026885892352, 6.723944414520284, 6.899224682815388, 6.913772388163972, 6.935154374324968, 7.05742534855769, 7.074732018613137, 7.198818026430375, 7.2287942621358345, 7.262350741998499, 7.278643407145421, 7.288362787549689, 7.328836275783801, 7.376436194279348, 7.385744594328862, 7.392191937901882, 7.459850098741163, 7.457690017608659, 7.401169150426581];['NO', 'DE'];None;{'diameter_mm': 1016.0, 'end_year': 2050, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 54.210365709508814, 'length_km': 317.29303236856043, 'long_mean': 6.645105152726908, 'max_cap_M_m3_per_d': 53.56037939349326, 'max_pressure_bar': 77.39135367824028, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 1995, 'waterDepth_m': 45.0};{'diameter_mm': 0, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.5276309820052134, 'length_km': 0.02857142857142857, 'long_mean': 0.8514854850846558, 'max_cap_M_m3_per_d': 14.883674981382677, 'max_pressure_bar': 11.718526324449924, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 0, 'waterDepth_m': 0};{'diameter_mm': 'raw', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'Lasso', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'raw', 'waterDepth_m': 'raw'};{}
2136;40 Gas EUROPIPE-SCP, EMDEN;['NO_327394'];['BorderPoints_0', 'NO_N_27'];[53.6717874868884, 53.67898689817584];[7.401169150426581, 7.325116943173824];['NO', 'DE'];None;{'diameter_mm': 1016.0, 'end_year': 2050, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 54.210365709508814, 'length_km': 317.29303236856043, 'long_mean': 6.645105152726908, 'max_cap_M_m3_per_d': 53.56037939349326, 'max_pressure_bar': 77.39135367824028, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 1995, 'waterDepth_m': 45.0};{'diameter_mm': 0, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.5276309820052134, 'length_km': 0.02857142857142857, 'long_mean': 0.8514854850846558, 'max_cap_M_m3_per_d': 14.883674981382677, 'max_pressure_bar': 11.718526324449924, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 0, 'waterDepth_m': 0};{'diameter_mm': 'raw', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'Lasso', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'raw', 'waterDepth_m': 'raw'};{}
INET_PL_1;AlcazarDeSanJuan_Chinchilla;['INET_PL_1'];['INET_N_23', 'INET_N_295'];[39.3900748, 38.892435];[-3.3500984, -1.719831];['ES', 'ES'];None;{'diameter_mm': 998.4639333647048, 'end_year': 2050, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 39.1412549, 'length_km': 151.1390654104781, 'long_mean': -2.5349646999999997, 'max_cap_M_m3_per_d': 49.28229234972674, 'max_pressure_bar': 76.80652874754169, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 1983, 'waterDepth_m': None};{'diameter_mm': 131.1379947669878, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.24881990000000084, 'length_km': 0.5, 'long_mean': 0.8151336999999997, 'max_cap_M_m3_per_d': 28.648661296668088, 'max_pressure_bar': 11.718526324449924, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 20, 'waterDepth_m': None};{'diameter_mm': 'Lasso', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Lasso', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'make_Attrib(const)', 'waterDepth_m': None};{}
INET_PL_3;Tarancon_Madrid;['INET_PL_3'];['INET_N_1460', 'INET_N_904'];[40.01, 40.223];[-3.207, -3.681];['ES', 'ES'];None;{'diameter_mm': 998.4639333647048, 'end_year': 2050, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.1165, 'length_km': 46.76463181147863, 'long_mean': -3.444, 'max_cap_M_m3_per_d': 49.28229234972674, 'max_pressure_bar': 76.80652874754169, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 1983, 'waterDepth_m': None};{'diameter_mm': 131.1379947669878, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.10650000000000048, 'length_km': 0.5, 'long_mean': 0.2370000000000001, 'max_cap_M_m3_per_d': 28.648661296668088, 'max_pressure_bar': 11.718526324449924, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 20, 'waterDepth_m': None};{'diameter_mm': 'Lasso', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Lasso', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'make_Attrib(const)', 'waterDepth_m': None};{}
INET_PL_5;Alessandria_Cortemaggiore;['INET_PL_5'];['INET_N_317', 'INET_N_26'];[44.991076, 44.90008];[9.920891, 8.60944];['IT', 'IT'];None;{'diameter_mm': 914.4, 'end_year': 2050, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 44.945578, 'length_km': 103.73911546537694, 'long_mean': 9.265165499999998, 'max_cap_M_m3_per_d': 57.3367387996364, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 1983, 'waterDepth_m': None};{'diameter_mm': 0, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.04549799999999848, 'length_km': 0.5, 'long_mean': 0.6557255, 'max_cap_M_m3_per_d': 26.906561786330762, 'max_pressure_bar': 0, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 20, 'waterDepth_m': None};{'diameter_mm': 'raw', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'make_Attrib(const)', 'waterDepth_m': None};{}
INET_PL_7;Almendralejo_Badajoz;['INET_PL_7'];['INET_N_36', 'INET_N_108'];[38.711202, 38.87665];[-6.382539, -6.9714];['ES', 'ES'];None;{'diameter_mm': 998.4639333647048, 'end_year': 2050, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 38.793926, 'length_km': 54.26567651505522, 'long_mean': -6.6769695, 'max_cap_M_m3_per_d': 49.28229234972674, 'max_pressure_bar': 76.80652874754169, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 1983, 'waterDepth_m': None};{'diameter_mm': 131.1379947669878, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.08272399999999891, 'length_km': 0.5, 'long_mean': 0.29443049999999976, 'max_cap_M_m3_per_d': 28.648661296668088, 'max_pressure_bar': 11.718526324449924, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 20, 'waterDepth_m': None};{'diameter_mm': 'Lasso', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Lasso', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'make_Attrib(const)', 'waterDepth_m': None};{}
INET_PL_9;Almendralejo_Zamora;['INET_PL_9'];['INET_N_36', 'INET_N_1653'];[38.711202, 41.506];[-6.382539, -5.644];['ES', 'ES'];None;{'diameter_mm': 998.4639333647048, 'end_year': 2050, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.108601, 'length_km': 317.14656408978936, 'long_mean': -6.0132695, 'max_cap_M_m3_per_d': 49.28229234972674, 'max_pressure_bar': 76.80652874754169, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 1983, 'waterDepth_m': None};{'diameter_mm': 131.1379947669878, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 1.397399, 'length_km': 0.5, 'long_mean': 0.3692695000000001, 'max_cap_M_m3_per_d': 28.648661296668088, 'max_pressure_bar': 11.718526324449924, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 20, 'waterDepth_m': None};{'diameter_mm': 'Lasso', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Lasso', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'make_Attrib(const)', 'waterDepth_m': None};{}
INET_PL_11;Altamura_Candela;['INET_PL_11'];['INET_N_252', 'INET_N_46'];[41.136273, 40.827134];[15.514454, 16.553126];['IT', 'IT'];None;{'diameter_mm': 1219.0, 'end_year': 2050, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.9817035, 'length_km': 93.7495577314835, 'long_mean': 16.03379, 'max_cap_M_m3_per_d': 57.3367387996364, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 1983, 'waterDepth_m': None};{'diameter_mm': 0, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.15456950000000091, 'length_km': 0.5, 'long_mean': 0.5193359999999991, 'max_cap_M_m3_per_d': 26.906561786330762, 'max_pressure_bar': 0, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 20, 'waterDepth_m': None};{'diameter_mm': 'raw', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'make_Attrib(const)', 'waterDepth_m': None};{}
INET_PL_13;Altamura_Latiano;['INET_PL_13'];['INET_N_832', 'INET_N_46'];[40.550803, 40.827134];[17.717742, 16.553126];['IT', 'IT'];None;{'diameter_mm': 508.0, 'end_year': 2050, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.6889685, 'length_km': 102.92069636172059, 'long_mean': 17.135434, 'max_cap_M_m3_per_d': 57.3367387996364, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 1983, 'waterDepth_m': None};{'diameter_mm': 0, 'end_year': 20, 'is_H_gas': 0, 'is_bothDirection': 0.5, 'lat_mean': 0.1381654999999995, 'length_km': 0.5, 'long_mean': 0.5823080000000012, 'max_cap_M_m3_per_d': 26.906561786330762, 'max_pressure_bar': 0, 'num_compressor': 0, 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 20, 'waterDepth_m': None};{'diameter_mm': 'raw', 'end_year': 'make_Attrib(const)', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'operator_name': None, 'pipe_class_LKD': None, 'start_year': 'make_Attrib(const)', 'waterDepth_m': None};{}
