id;name;source_id;node_id;lat;long;country_code;comment;param;uncertainty;method;tags
EMAP_PS_10;PLL_DE_76_Seg_7;['EMAP_PS_10'];['EMAP_N_317', 'EMAP_N_318'];[52.36917382402485, 52.35320264344253, 52.33504260281502];[13.772309585257684, 13.7264344897459, 13.705069013388076];['DE', 'DE'];None;{'length_km': 6.074484797922894, 'pipe_class_EMap': 'L', 'exact': 3};{'length_km': 0.3333333333333333, 'pipe_class_EMap': 0, 'exact': 0};{'length_km': 'fill_length(PipeSegments)', 'pipe_class_EMap': 'make_Attrib(const)', 'exact': 'make_Attrib(const)'};{}
EMAP_PS_11;PLL_DE_129_Seg_9;['EMAP_PS_11'];['EMAP_N_319', 'EMAP_N_320'];[54.527846987215185, 54.55713583868031];[13.651354172598968, 13.674100369551464];['DE', 'DE'];None;{'length_km': 3.5731379516858293, 'pipe_class_EMap': 'L', 'exact': 3};{'length_km': 0.5, 'pipe_class_EMap': 0, 'exact': 0};{'length_km': 'fill_length(PipeSegments)', 'pipe_class_EMap': 'make_Attrib(const)', 'exact': 'make_Attrib(const)'};{}
EMAP_PS_12;PLL_XX_4525_Seg_1;['EMAP_PS_12'];['EMAP_N_321', 'EMAP_N_319'];[60.723350454363135, 60.706418930324766, 60.69142415605582, 60.65808766355413, 60.62530894159436, 60.59182138278078, 60.568462064880876, 60.54141214481938, 60.51975265798998, 60.49632356681486, 60.4692659896781, 60.447701429739254, 60.42415872433781, 60.40268680495932, 60.38082007146703, 60.367697654341214, 60.34627426911654, 60.324883229811576, 60.29921640815847, 60.27781486873656, 60.25643582957837, 60.23535451213093, 60.22551294012201, 60.21854574526698, 60.211370443616396, 60.202825123992106, 60.19572187656814, 60.188448551996174, 60.18008150221116, 60.17296773684549, 60.16556146740037, 60.15731036979944, 60.15019084349386, 60.14269328847147, 60.13554955638206, 60.12740063872215, 60.12027680689427, 60.11269543268012, 60.10555497673511, 60.09747612777825, 60.08984786669961, 60.082709008835884, 60.07467034889028, 60.06700486708894, 60.05986715369166, 60.05186092152575, 60.04473238665936, 60.03702830886471, 60.02904879401135, 60.021919558443315, 60.01419173361538, 60.00705568321377, 59.999104834914846, 59.99197491339045, 59.984221328011515, 59.97628862648248, 59.9691583065341, 59.96138826146085, 59.95425315119199, 59.94634059162191, 59.938556234214545, 59.93142140767668, 59.92352197427037, 59.915725057357434, 59.908590465004366, 59.900702612185775, 59.893157675756875, 59.88265440628014, 59.87260998352873, 59.86101933363386, 59.85097612943571, 59.840467740256244, 59.82888113004519, 59.81883797225835, 59.80832534720433, 59.79674308072546, 59.78669997475323, 59.77618278691399, 59.76613819940678, 59.75456215600412, 59.744040039103, 59.733995388314625, 59.72242453826201, 59.712381577947, 59.701852357780844, 59.691807611233514, 59.680244264360326, 59.66970907844771, 59.65966424729665, 59.648107219484515, 59.63806445400139, 59.62752058750813, 59.615970482097694, 59.60592782184537, 59.595376587736766, 59.583834098816595, 59.57379156028318, 59.56323219461488, 59.55318698117376, 59.54175269407303, 59.530567080769984, 59.51826144560377, 59.50706485331529, 59.494775892234955, 59.48243054257093, 59.471232151466396, 59.45899041131237, 59.446592960979416, 59.4353918137147, 59.42321369425423, 59.41203605311303, 59.39953920096687, 59.387451453444264, 59.37628032222443, 59.3636649619636, 59.35244699830072, 59.34055759989063, 59.32940627584466, 59.316505796045845, 59.3049111276125, 59.29380552793636, 59.266694682360445, 59.243270746432856, 59.225947482266974, 59.20151099378457, 59.17820452594499, 59.15379774031325, 59.136366815831465, 59.11311560571632, 59.09565952838701, 59.07123680961469, 59.04801774837139, 59.030534189892926, 59.00611348724655, 58.9829154614377, 58.96541339132521, 58.94099384603854, 58.91781065748323, 58.90029526769243, 58.87711931987836, 58.85270428655086, 58.83517885248415, 58.81267837185868, 58.79092232651671, 58.76203152581365, 58.73563889995796, 58.71388016169091, 58.687489274223054, 58.6585995162376, 58.63683789667163, 58.60794701927155, 58.58156023022235, 58.55979552050089, 58.533410730875964, 58.504521052859886, 58.48275302056241, 58.45637162772249, 58.42748199679704, 58.40571038225547, 58.37933265478463, 58.350443076722485, 58.32866758858871, 58.302293828238916, 58.28051575495377, 58.251624619670025, 58.225255167056986, 58.196365716192574, 58.17458145206008, 58.14821669363671, 58.12642935925953, 58.09753805794444, 58.071178434612136, 58.0493858070875, 58.023029645519266, 57.99414042190468, 57.97234197099138, 57.94599180586279, 57.924189409518846, 57.8952978056772, 57.868954279409515, 57.84714501103619, 57.81825325567567, 57.79191711977771, 57.77010018672827, 57.741208252314806, 57.71488039356508, 57.69305485764316, 57.666732696116554, 57.6378441845292, 57.61600892402529, 57.58711651806095, 57.56080859949488, 57.53896225798014, 57.512661735569935, 57.48377377688246, 57.4619146927997, 57.43562747870688, 57.40673989932168, 57.38486600702976, 57.35859431162588, 57.32970721283303, 57.30781589998678, 57.28156253429282, 57.25965868185706, 57.23076395284542, 57.20453256788348, 57.18260529475826, 57.15639001878061, 57.127505022886055, 57.10554895127814, 57.07936442699199, 57.057386738383784, 57.02848847753861, 57.00234300035075, 56.973461408852096, 56.95142198338244, 56.92532773046085, 56.90325101405567, 56.87497617575478, 56.853277420449814, 56.83572306802843, 56.81670573456283, 56.7850170702866, 56.76600697986876, 56.75191209450853, 56.720268716402664, 56.70128124413503, 56.683646986167524, 56.66464353093872, 56.65064402813486, 56.61899353195881, 56.600002594311306, 56.58433990563867, 56.56415913869493, 56.548058942013085, 56.52629122023359, 56.50606948858935, 56.490013425188415, 56.469760340067396, 56.44797335796187, 56.43197489772632, 56.41165857050592, 56.38986735406861, 56.373947251004175, 56.353543509949425, 56.337084594056705, 56.323307944819405, 56.307634008722516, 56.29207634904846, 56.27315134440455, 56.257477403859134, 56.241915754545005, 56.222994729806445, 56.207320784859654, 56.19175517412624, 56.17607999561026, 56.15716415187363, 56.14149020122053, 56.12591943345211, 56.11024426060304, 56.0913335501006, 56.07575888503767, 56.06008371645386, 56.04117688533198, 56.02559835022288, 56.00992318585973, 55.991020207057396, 55.97534624234912, 55.95976266867923, 55.94086351541759, 55.92518954656123, 55.9096021647729, 55.89392701000261, 55.875032837589906, 55.85935886335433, 55.84376652331021, 55.82487611557143, 55.80920213728627, 55.79360604957679, 55.77793090417159, 55.7590453983471, 55.743445588669154, 55.727770447244986, 55.70888864666884, 55.69328514045591, 55.68190382612637, 55.664294884100784, 55.6400165224659, 55.62337727221439, 55.599537448061014, 55.582864652148004, 55.55856046007459, 55.53475661732726, 55.518056497833285, 55.49426499492765, 55.46996933336346, 55.453254534027344, 55.42947580810751, 55.41275484294849, 55.38619268884847, 55.35694157226645, 55.32478709048287, 55.30043342904146, 55.27119688197158, 55.24683224104922, 55.21467067120346, 55.18545476013769, 55.161066086322336, 55.12890174034975, 55.09971732353926, 55.07529052881676, 55.043120300953575, 55.01398989599959, 54.98949329361938, 54.96689725996265, 54.94815740896714, 54.94333126704793, 54.928935024795535, 54.91696536145059, 54.904788445930734, 54.89275960610344, 54.87861893069959, 54.866627831709295, 54.85428999969892, 54.84024008108004, 54.82824322013387, 54.815839571996655, 54.803826095207285, 54.78984655880961, 54.77784606014512, 54.765387676881396, 54.7533767917393, 54.7394411258603, 54.71797419846139, 54.68884069845436, 54.67135388380545, 54.657726092979246, 54.62868659954424, 54.611298693052035, 54.595332721643686, 54.58257524374881, 54.56381912415569, 54.54034833437059, 54.52655254481772, 54.527846987215185];[28.68312530210489, 28.648192317662264, 28.61780280518824, 28.5577872151514, 28.505203684966247, 28.459037450265733, 28.436987048188534, 28.410801255800955, 28.38914213933343, 28.36716291759889, 28.340983744630805, 28.319225249335076, 28.297361561332593, 28.275505741871456, 28.24747476192843, 28.212335399422543, 28.15298657657948, 28.094253981272175, 28.024401995279312, 27.965673206481007, 27.906308180843972, 27.84440457464636, 27.776648747635704, 27.70694977604615, 27.64483416177334, 27.577847352714635, 27.51572384504574, 27.44606087774264, 27.37905404556907, 27.31693206223956, 27.247284637701405, 27.180264725471446, 27.118143577060785, 27.04850679208333, 26.98638849674377, 26.919357021073306, 26.857236496651378, 26.787609457475845, 26.72549088390747, 26.65845145868482, 26.588829861288954, 26.526711152002363, 26.459667159815638, 26.39004987729989, 26.32793107081876, 26.26088338971118, 26.198763546889037, 26.12915073398182, 26.062100010932788, 25.999980269661613, 25.93037020439951, 25.868251256687294, 25.801197267117143, 25.739077625259927, 25.669470538565914, 25.60241447977614, 25.54029489566153, 25.470689711004912, 25.40857068345127, 25.341512326650935, 25.271908795180266, 25.209789743530575, 25.142729888428654, 25.07312780713573, 25.01100873559774, 24.943947558138696, 24.884090308489288, 24.820257312519573, 24.75856006214461, 24.686658486980217, 24.62496103774889, 24.561128874056056, 24.48922664043002, 24.42752918280953, 24.363697707674664, 24.291794765994513, 24.23009729900801, 24.166266565530723, 24.104569339033418, 24.03266538289497, 23.968835450563688, 23.907138233237568, 23.835233430448348, 23.77353593713314, 23.709707159244847, 23.648009955796834, 23.576103929707937, 23.51227612131001, 23.450578930123406, 23.37867187371109, 23.316974345178505, 23.253147947326987, 23.18123976213315, 23.119542214579248, 23.055717013803484, 22.983807586547755, 22.92211001699219, 22.85828613728734, 22.796589001505097, 22.727082232248183, 22.66554999836519, 22.59956118911191, 22.53803091982931, 22.468646241598698, 22.40266458939452, 22.3411345808099, 22.27174123316275, 22.205768957584183, 22.14423934844307, 22.07483430282676, 22.01330032066266, 21.947345895061186, 21.87792419787491, 21.81638878809648, 21.750455575919222, 21.68892840393726, 21.61947001681213, 21.55793026335522, 21.49204778961437, 21.42253452402438, 21.360984743293386, 21.29896692812192, 21.271856723127016, 21.250760133796135, 21.2218286167265, 21.1946227138108, 21.165667719405004, 21.14466545844458, 21.117414036089375, 21.096433564411683, 21.067493388039836, 21.04021533167162, 21.019258558634935, 20.990317114390063, 20.963021570418114, 20.94208069785292, 20.913138525783904, 20.885830618013923, 20.864901154895357, 20.837587204721657, 20.808641414266162, 20.787720537567733, 20.764347726072995, 20.746472878103294, 20.722521784573736, 20.700474931101553, 20.682603328409336, 20.660554376549747, 20.636602021035287, 20.618733890525558, 20.594782882585424, 20.572728983442307, 20.554864576680302, 20.532808263925514, 20.508855804033356, 20.490995400952677, 20.468934987657512, 20.44498246630166, 20.427126379636285, 20.405061541429305, 20.381108951075195, 20.363257531692454, 20.341187904127054, 20.323339599476455, 20.299388879319544, 20.277314050988522, 20.253361294613274, 20.23552044867462, 20.21343995277956, 20.195602805672415, 20.17165227079687, 20.149565574736858, 20.131734804176485, 20.109643928182308, 20.085690875195887, 20.067867119523356, 20.045769002771596, 20.02794999953195, 20.00399980225849, 19.98189366856152, 19.9640829424696, 19.94013291428239, 19.9180178555684, 19.90021636060354, 19.876266532229067, 19.85414147686753, 19.836350342039573, 19.81421840547598, 19.79026442313677, 19.772484998099113, 19.74853569594808, 19.726386554946124, 19.70862047150505, 19.686462395622204, 19.662507691626498, 19.644756948293836, 19.6225827938747, 19.598627594805745, 19.58089467559555, 19.558701769720894, 19.534745943372773, 19.517033988955564, 19.494818931639028, 19.47712206552364, 19.45317535575873, 19.43093372990175, 19.4132650392358, 19.391003938781942, 19.367045367687055, 19.34941131209816, 19.32711302719833, 19.309504962533996, 19.285562194090563, 19.26321667917737, 19.239253664593832, 19.22171979451894, 19.19931229523597, 19.181823216625737, 19.158214332489333, 19.133632236688545, 19.102854463427754, 19.070489030179807, 19.0165430042528, 18.9841737482852, 18.960991151717355, 18.907019214714882, 18.874636990371027, 18.84389796601602, 18.81152520814309, 18.788286959393105, 18.734319640985788, 18.70193966517087, 18.678345949809678, 18.650692969301968, 18.627381637068254, 18.59680238172492, 18.569178487172547, 18.545835598564818, 18.51823395845619, 18.487668209961882, 18.46428411072788, 18.436727340095857, 18.406164339068752, 18.38272413960218, 18.355229345663602, 18.329052751781656, 18.293885085165858, 18.233382374354743, 18.168701065566935, 18.100276411842376, 18.03977370218499, 17.975093427005696, 17.906667742197328, 17.84616503368145, 17.78148578479943, 17.72098339586856, 17.65255636880535, 17.592053661769413, 17.527375748936542, 17.46687335853911, 17.398445001596368, 17.33376809844775, 17.273265706946496, 17.20483634496313, 17.14016044443945, 17.079658051845904, 17.011227691832687, 16.950724988441987, 16.886050393273955, 16.817619042168534, 16.757116339853646, 16.69244273126673, 16.63194033619062, 16.563507694684453, 16.50300499376467, 16.438332669728528, 16.369899052899058, 16.309396353029552, 16.244724999912734, 16.18422260241299, 16.11578771563256, 16.051117326777703, 15.990614928247702, 15.922179081539483, 15.85750965035745, 15.821719647510662, 15.794985179193645, 15.765551756579466, 15.745153695351796, 15.716514186700401, 15.696145846510255, 15.666739265223928, 15.638071219100976, 15.617726621279267, 15.589048680673873, 15.55963598193335, 15.539303967458807, 15.510615722969597, 15.490288957947186, 15.464937165155636, 15.446558187080136, 15.426557569203933, 15.411624607385711, 15.39322186429284, 15.3783062360761, 15.358316239965344, 15.339879744122332, 15.325001937845528, 15.305015267303375, 15.286527048705953, 15.27170890336031, 15.251729278832912, 15.233151761414135, 15.218441836943388, 15.19667784896691, 15.150879511348467, 15.122798837904057, 15.052573946896157, 14.991121608052506, 14.926198022419428, 14.864758121959305, 14.794485274975052, 14.73303843014138, 14.668147358823454, 14.59785725093533, 14.536411882905458, 14.471533989885728, 14.410092002056288, 14.3397884240506, 14.27834398837706, 14.213477001409814, 14.152034661454376, 14.081722649902865, 14.022704483779588, 13.965651279543756, 13.931421077982648, 13.90387563205935, 13.846760118675945, 13.812461122623152, 13.783152989787919, 13.755083445551133, 13.726094320668768, 13.696342712552557, 13.671628390910179, 13.651354172598968];['XX', 'DE'];None;{'length_km': 1203.1079877104614, 'pipe_class_EMap': 'L', 'exact': 3};{'length_km': 0.002898550724637681, 'pipe_class_EMap': 0, 'exact': 0};{'length_km': 'fill_length(PipeSegments)', 'pipe_class_EMap': 'make_Attrib(const)', 'exact': 'make_Attrib(const)'};{}
EMAP_PS_13;PLM_DE_0_Seg_1;['EMAP_PS_13'];['EMAP_N_322', 'EMAP_N_323'];[47.61561023503179, 47.64844723582987, 47.68111750935714, 47.67522810880397];[7.601940408999674, 7.585856862355625, 7.583413999744051, 7.589861601209554];['DE', 'DE'];None;{'length_km': 8.298594415519046, 'pipe_class_EMap': 'M', 'exact': 3};{'length_km': 0.25, 'pipe_class_EMap': 0, 'exact': 0};{'length_km': 'fill_length(PipeSegments)', 'pipe_class_EMap': 'make_Attrib(const)', 'exact': 'make_Attrib(const)'};{}
EMAP_PS_14;PLM_DE_36_Seg_1;['EMAP_PS_14'];['EMAP_N_324', 'EMAP_N_325'];[48.52682124747599, 48.54877182334393];[13.738191511038726, 13.75494091756946];['DE', 'DE'];None;{'length_km': 2.735486570889983, 'pipe_class_EMap': 'M', 'exact': 3};{'length_km': 0.5, 'pipe_class_EMap': 0, 'exact': 0};{'length_km': 'fill_length(PipeSegments)', 'pipe_class_EMap': 'make_Attrib(const)', 'exact': 'make_Attrib(const)'};{}
EMAP_PS_15;PLM_DE_50_Seg_1;['EMAP_PS_15'];['EMAP_N_326', 'EMAP_N_327'];[48.772243063877056, 48.77094205040318, 48.781674934242275, 48.80232098859386, 48.81215185639763, 48.82357857947029, 48.83319172773759, 48.84607531608107, 48.85113578924065];[11.428291901448038, 11.461106269922272, 11.489823340367106, 11.541594724139156, 11.566778267146091, 11.599147560606312, 11.624429455355298, 11.65033877705666, 11.654165963029822];['DE', 'DE'];None;{'length_km': 19.24277247290736, 'pipe_class_EMap': 'M', 'exact': 3};{'length_km': 0.1111111111111111, 'pipe_class_EMap': 0, 'exact': 0};{'length_km': 'fill_length(PipeSegments)', 'pipe_class_EMap': 'make_Attrib(const)', 'exact': 'make_Attrib(const)'};{}
EMAP_PS_16;PLM_DE_151_Seg_1;['EMAP_PS_16'];['EMAP_N_328', 'EMAP_N_329'];[49.60219134663924, 49.685097744461906, 49.67623943109706, 49.65643464811922, 49.65414777584927, 49.67723513576875];[6.584277780261031, 6.501086429509909, 6.45658655331426, 6.425414334376577, 6.417400705449516, 6.441546279690879];['DE', 'DE'];None;{'length_km': 21.22452679338005, 'pipe_class_EMap': 'M', 'exact': 3};{'length_km': 0.16666666666666666, 'pipe_class_EMap': 0, 'exact': 0};{'length_km': 'fill_length(PipeSegments)', 'pipe_class_EMap': 'make_Attrib(const)', 'exact': 'make_Attrib(const)'};{}
EMAP_PS_17;PLM_DE_208_Seg_1;['EMAP_PS_17'];['EMAP_N_315', 'EMAP_N_330'];[50.76073672960294, 50.740339520511036, 50.744188437842745, 50.7364792232455, 50.71740791709162, 50.7001807253022, 50.6656096204074, 50.642744194064434, 50.62926713735344, 50.60221651403839, 50.573363670560276, 50.54272912901059, 50.5191413445851, 50.49987724676836, 50.480613166322264, 50.461349103924874, 50.442085060290005, 50.42282103616951, 50.40144859883682, 50.38218298562087, 50.36291734897403, 50.34365168790107, 50.32438600134958, 50.3051202882058, 50.28155220464194, 50.2622883786028, 50.24302458149916, 50.22376081467634, 50.20218561873656, 50.18233995172147, 50.14656729637018, 50.11079505260944, 50.089110389804986, 50.071227723084355, 50.03546218398477, 49.999696399731945, 49.97615523959573, 49.95706926002613, 49.9339636002631, 49.90938537282806, 49.88775023320965, 49.86611483489455, 49.8444791324087, 49.822843068956516, 49.801206572663936, 49.77533804511651, 49.75370860533657, 49.73207972915611, 49.71045157121425, 49.688824348417626, 49.667198374789876, 49.64250974537383, 49.62085977167923, 49.599203808060544, 49.57753805804607, 49.551923915358756, 49.530355841503344, 49.508868653279265, 49.4878664395996];[6.102864850415661, 6.14019112043248, 6.174145025108405, 6.170874595375469, 6.191327949143215, 6.212227759961144, 6.2539145509916, 6.281881656034789, 6.306406597428541, 6.355363187319417, 6.407861956013841, 6.448069766650052, 6.4714654164169065, 6.490396288918518, 6.509327180031605, 6.52825809048261, 6.547189021036242, 6.566119972498172, 6.586885515276407, 6.6058148520487014, 6.624744166171139, 6.643673456681655, 6.66260272256292, 6.681531962738314, 6.704947677052866, 6.723878840744813, 6.742810035439096, 6.761741262577099, 6.783184778247582, 6.805499411292296, 6.8460253870158665, 6.8865516940196425, 6.910837961229709, 6.931104146280816, 6.971636317579964, 7.012168251897667, 7.039482147607384, 7.073178287938729, 7.118910084532676, 7.137666582216497, 7.154305376799691, 7.170943921309526, 7.187582171787584, 7.204220073331522, 7.220857556463059, 7.240971349219142, 7.257618428081846, 7.274266516726984, 7.290915892216204, 7.307566943174026, 7.324220232226076, 7.342837551210294, 7.3594620061865275, 7.376080670902869, 7.392689875436595, 7.413152559799206, 7.429909585943357, 7.446811532176985, 7.464582391136027];['DE', 'DE'];None;{'length_km': 174.72520669199054, 'pipe_class_EMap': 'M', 'exact': 3};{'length_km': 0.01694915254237288, 'pipe_class_EMap': 0, 'exact': 0};{'length_km': 'fill_length(PipeSegments)', 'pipe_class_EMap': 'make_Attrib(const)', 'exact': 'make_Attrib(const)'};{}
EMAP_PS_18;PLM_DE_533_Seg_1;['EMAP_PS_18'];['EMAP_N_155', 'EMAP_N_332'];[51.234746348527906, 51.20832054714353, 51.18293427075634];[6.243890646275981, 6.07570096241437, 6.081001658150385];['DE', 'DE'];None;{'length_km': 14.927683261179746, 'pipe_class_EMap': 'M', 'exact': 3};{'length_km': 0.3333333333333333, 'pipe_class_EMap': 0, 'exact': 0};{'length_km': 'fill_length(PipeSegments)', 'pipe_class_EMap': 'make_Attrib(const)', 'exact': 'make_Attrib(const)'};{}
EMAP_PS_19;PLM_DE_548_Seg_1;['EMAP_PS_19'];['EMAP_N_156', 'EMAP_N_157'];[51.23757890946085, 51.24976094554725, 51.261687703874365, 51.27413564249788, 51.29048569906446, 51.31037590358176, 51.331720899567905];[15.02159168801681, 14.969622560339399, 14.925669409617498, 14.8803728272543, 14.841093026087423, 14.800678291220448, 14.758217230695857];['DE', 'DE'];None;{'length_km': 21.28951545803081, 'pipe_class_EMap': 'M', 'exact': 3};{'length_km': 0.14285714285714285, 'pipe_class_EMap': 0, 'exact': 0};{'length_km': 'fill_length(PipeSegments)', 'pipe_class_EMap': 'make_Attrib(const)', 'exact': 'make_Attrib(const)'};{}
EMAP_PS_20;PLM_DE_548_Seg_7;['EMAP_PS_20'];['EMAP_N_157', 'EMAP_N_158'];[51.331720899567905, 51.351644830288656, 51.37157387577526, 51.39387375429361, 51.413734335192714, 51.435418035578984, 51.45542163909055, 51.47323086424175, 51.482961250768696, 51.49088740308989, 51.49883277849957, 51.50689223758091, 51.51486154272846, 51.524291093180516, 51.53225043190787, 51.54021049669963, 51.54831823094384, 51.55628258441348, 51.56424665023736, 51.57364697125632, 51.58160860009981, 51.58973038189745, 51.59769377532755, 51.60565707777268, 51.613620304092265, 51.62301069006378, 51.6299677621729];[14.758217230695857, 14.717818740823558, 14.677422496890289, 14.630913916378137, 14.590482936301212, 14.548185787110775, 14.507822282267183, 14.465484723395427, 14.41179118805133, 14.366124367329338, 14.320465987635876, 14.273736339656757, 14.228085065833126, 14.174373712991207, 14.128721464714264, 14.083069535258707, 14.036350701623578, 13.990699766955881, 13.945048851990036, 13.891333276870197, 13.845682034203632, 13.798966011700582, 13.753315142789113, 13.70766428010949, 13.662013422643794, 13.60829628368405, 13.56832961298641];['DE', 'DE'];None;{'length_km': 90.1602310174161, 'pipe_class_EMap': 'M', 'exact': 3};{'length_km': 0.037037037037037035, 'pipe_class_EMap': 0, 'exact': 0};{'length_km': 'fill_length(PipeSegments)', 'pipe_class_EMap': 'make_Attrib(const)', 'exact': 'make_Attrib(const)'};{}
EMAP_PS_21;PLM_DE_874_Seg_1;['EMAP_PS_21'];['EMAP_N_158', 'EMAP_N_336'];[51.6299677621729, 51.60411, 51.57824760152508];[13.56832961298641, 13.56677, 13.565204262279213];['DE', 'DE'];None;{'length_km': 5.756875167772188, 'pipe_class_EMap': 'M', 'exact': 3};{'length_km': 0.3333333333333333, 'pipe_class_EMap': 0, 'exact': 0};{'length_km': 'fill_length(PipeSegments)', 'pipe_class_EMap': 'make_Attrib(const)', 'exact': 'make_Attrib(const)'};{}
